,title,stars,date,r_title,text
58,Shrek 2,3,11 November 2008,All a bit of a song and dance,"There's plenty more of the same, Mike Myers' strong suit. There's also a roster of new characters because more of the same is actually pretty dull on its own. I must say that hearing of Jennifer Saunders being contracted to do this film caught me out - although she (inevitably) turns out to be very good indeed - maybe the most entertaining thing is this rather weak sequel.In fact, the Mike Myers show is difficult to beat and Eddie Murphy brays down all cynical ramparts to our affection once again. I liked Banderas' (brilliantly cast) Puss and the sliminess of Rupert Everett's Prince Charming, which he is manifestly not. I have to say though that I'm scratching around a bit. I didn't go for Cleese at all - and though Julie Andrews' voice is sonic royal jelly it seems slightly awkward. The animation's never anymore than good, relying on sight gags and twists. And the music's dreadful. 3/10"
59,Shrek 2,3,21 June 2007,"""Shrek 2"" reminds us that only real ogres have curves!","The new animated DreamsWorks' movie ""Shrek 2"" (** out of ****) recaptures only half the magic of its peerless, four-star, ground-breaking predecessor. Although the amusing animation by Pacific Data Images (PDI) lives up to--if not surpasses--the original ""Shrek,"" the humdrum 'meet the in-laws' plot recycles the shape-shifting shenanigans of the original but reverses who's afflicted without providing enough fresh humor or hysterically hair-raising heroics. This time around, our gallant but anti-social green ogre suffers the slings and arrows of outrageous skullduggery. In ""Shrek,"" Princess Fiona shape shifted from beauty to the beast between sunset and sun-up. In ""Shrek 2,"" Shrek himself shifts shapes from a monstrous lime-green ogre to a broad-shouldered hunkster who resembles a buffed-up Freddie Prinze Jr. with tousled forelocks fashionably awry above his affable eyes and his massive, virile jaw. Unlike the original, the comic tomfoolery in this contrived, uninspired sequel more often than not misses the funny bone, and the protagonists --Shrek and Fiona--appear curiously anemic. Basically, Shrek delivers little of the charisma that made his character so endearing and sympathetic in the first film. Meanwhile, several new comic characters show up in ""Shrek 2,"" such as the overconfident Puss-In-Boots and the garrulous Fairy Godmother, but they clutter up the plot and serve more to pad out its lackluster, 93-minute running time. ""Shrek 2"" consists of more flat scenes than funny ones, while its narrative revelations pale beside the original. Whereas the first ""Shrek"" ridiculed the 'happily-ever-after ,' 'knight-in-shining armor,' 'save the damsel-in-distress' plot, the predictably sappy sequel gives action the short shrift and approaches its subject like a gabby soap opera. At the same time, Donkey gets the one-and-only best line in ""Shrek 2"" when he advises the ogre to give Puss-In-Boots 'the Bob Barker treatment.' Sadly, not even Donkey's clowning around enlivens ""Shrek 2,"" because the writers have diluted Donkey's character so that their underwritten sword-wielding cat can claim screen time. Nevertheless, these obvious shortcomings won't bother the kids in the audience, but adults may find themselves struggling to smile at the obvious jokes and the second-rate gags. Savvy, movie-going grown-ups will savor the many ultra-cutesy but disposable cinematic sight-gag references to other films, such as ""Spider-man,"" ""From Here To Eternity,"" and ""The Lord of the Rings,"" though these add little to the plot and stand out more as mind-tickling trivia.The original ""Shrek"" faded out with Princess Fiona (voice of Cameron Diaz of ""Charlie's Angels"") and Shrek (voice of Michael Myers of ""Austin Powers"") living happily ever after in his swamp with Donkey (voice of ""Beverly Hills Cop"" Eddie Murphy) as their unwanted neighbor intruding on them at the worst possible moments. Inevitably, Fiona's parents--Queen Lillian (voice of Julie Andrews of ""The Sound of Music"") and King Harold (voice of John Cleese of ""Die Another Day"")--invite our ogreish couple to their castle in the kingdom of Far Far Away Land. Shrek dreads meeting the parents. He fears Fiona's father won't approve of him. Can we say miscegenation? At the same time, Fiona's meddlesome Fairy Godmother (voice of Jennifer Saunders from the ""Absolutely Fabulous"" TV series) wants her worthless Prince Charming son (voice of Rupert Everett from ""My Best Friend's Wedding"") , originally betrothed to Fiona, to win her heart after Fiona breaks up with Shrek. Meanwhile, conniving King Harold pays a swashbuckling feline assassin, Puss-In-Boots (voice of Antonio Banderas of ""The Mask of Zorro""), to eliminate our hero. Later, the scheming Fairy Godmother gives Shrek and Donkey a potion that transforms them into a super hunk and his snorting stallion respectively, while Fiona falls victim to a spell that makes her vulnerable to the first fellow she kisses. Prince Charming sets out to make his conquest during a dance while Shrek struggles to find Fiona. Puss- In-Boots changes sides after he fails to skewer Shrek, and nearly all the original fairy tale characters come to Shrek's aid, especially the giant Gingerbread Man who storms the castle until he is drenched in milk .Originally, DreamWorks made no plans to produce a sequel, until ""Shrek"" coined over $482 plus million both domestically and overseas. Since ""Shrek 2"" has sold $353-plus million dollars worth of tickets, you can expect a second sequel. Hopefully, the second sequel will fare better than this first sequel. ""Rugrats"" scenarist J. David Stern along with original ""Shrek"" scribes Joe Stillman and David N. Weiss have penned an old-fashioned, off-centered fairy tale yarn that just simply isn't as side-splitting as the first ""Shrek."" Mind you, some of the satiric product placement witticisms will amuse you, with derivative products such as Burger Prince (Burger King), Olde Knavery (Old Navy), Saxon Fifth Avenue (Saks Fifth Avenue), Romeo Drive (Rodeo Drive), Versarchery (Versace), Gap Queen (Gap Kids), Farbucks Coffee (Starbucks), and Tower of London Records (Tower Records). That is part of ""Shrek 2's"" problem, its background and popular movie references are more funny than its half-baked, hackneyed plot. Ironically, ""Shrek 2"" comes at a time when Americans are being chided about the dangers of obesity. As ogres, Shrek and Fiona both are plug-ugly and obese. Interestingly, when they change shapes and emerge as attractive, they sacrifice what little personality that their physical afflictions gave them. I loved the original ""Shrek,"" and I watched again it before I saw ""Shrek 2."" Anybody who says ""Shrek 2"" tops ""Shrek"" must have seen an altogether different movie. In the end, however, ""Shrek 2"" reminds us that only real ogres have curves!"
60,Shrek 2,8,9 March 2007,"Less Cynical, More Endearing.","The second installment of the Shrek franchise was less cynical, but more in your face than the first. The snide comments are still present, but they are presented this time in a family atmosphere, for the most part, and therefore were less sexual in nature. Mostly.The characters this time are more extravagant, less adventuresome, but at the same time, they cast a creative spin on older, more familiar storybook characters and reintroduced them into the Shrekiverse. I thought that was a smart move, considering the content and execution of this particular story line.I ultimately found this endeavor more enjoyable than the first. And, while the cynicism was still pervasive, it was less edgy and more family/child friendly than its predecessor.It rates an 8.4/10 from...the Fiend :."
61,Shrek 2,,4 August 2006,"Formulaic and Dull, Nowhere Near the Original","DreamWorks did not expect the original ""Shrek"" to become the success it was, being a troubled production that didn't seem like it would do a thing. ""Shrek"" fortunately broke out and became a sleeper hit for the company, and it was certainly an improvement over the films they did before it. (""The Prince of Egypt"", ""Antz"" and ""The Road to El Dorado"") It was basically a 90-minute riff on Disney, but it had a good story and it was a real blast. Let a sequel or two follow. It was inevitable.""Shrek 2"" is ultimately a letdown of a sequel, given DreamWorks' attitude towards animation. Coming off weak films like ""Spirit: Stallion of the Cimarron"" and ""Sinbad: Legend of the Seven Seas"", DreamWorks' head honcho Jeffrey Katzenberg did away with traditional animation or anything that didn't have sitcom dialogue and pop culture jokes. ""Shrek 2"" ultimately set the course for a majority of DreamWorks' future efforts.There was a lot of potential in a ""Shrek"" sequel, and more exploration of Shrek's world. Instead, ""Shrek 2"" is a feature-length sitcom episode with a dull plot, cheap laughs and some fun moments. Shrek and Fiona visiting Fiona's parents sounded like a good idea, but it ultimately sinks low when they actually reach the home of the in-laws, Far Far Away.It's basically a Hollywood parody with medieval riffs on several well-known products, and it's somewhat silly. Pretty soon, you are bombarded with constant pop culture jokes and gags that ultimately misfire. The film panders to middle school kids (mostly the 10-13 range) and it tries to be edgy and cool. I was 12 when it came out and I ate it up like candy. It doesn't hold up on repeat viewings, that's for sure. The plot is ultimately just there for the sake of all the jokes. It's a misfire.There a couple funny moments, the movie as a whole is a money-grab. At one time, this was the highest-grossing animated film of all-time. DreamWorks basically thought they could repeat the formula for their other films, seen in ""Shark Tale"" and ""Bee Movie"", but people couldn't be fooled that easily.""Shrek 2"" isn't terrible, it's just an unsatisfying sequel that did it's job: Entertaining 10-13 year olds that usually avoid going to see animated movies and people think animation is kid's thing for comedies. It even pales alongside the earlier hand-drawn efforts from DreamWorks. The formula continues today, will DreamWorks ever break free from it? I guess this movie was only great in 2004.A 6.9 out of 10."
62,Shrek 2,8,9 April 2006,no credit,Why is Simon Cowell not listed in the credits in IMDb?Is this an oversight? Did he hate the movie and not want the credit? Did he offend someone at IMDb? Why must i have to write ten lines of text to ask one simple question? Is there not some other place for this question? Anyway the singing was terrible and i did not vote at the end.Perhaps they just used Simon's image. maybe it was someone else's voice? If so why no credit for that person? Am I up to ten lines yet?I did like the first movie better than the second. I just noticed they are filming a third. i will probably see it.
63,Shrek 2,7,2 April 2006,Funny sequel,"Shrek 2/2004/***Main Stars:Mike MyersEddie MurphyCameron DiazRupert Everett This movie is a must-see movie! The first movie is a star better than this one in my opinion. This is definitely the Shrek type of movie though- adventure, comedy and romance. Shrek (Mike Myers) and Donkey (Eddie Murphy) are on another adventure and this time Princess Fiona's (Cameron Diaz's) real knight (Rupert Everett) comes to save her from the tower but of course she's gone. Shrek, Donkey, and Fiona visit the land Far, Far Away to see Fiona's parents. The parents don't know about her marrying Shrek so they're very surprised. I'm not going to tell you other things so don't get worried but I will tell you that there is also a fairy godmother and this magic potion in this movie. You will figure out why both her and the potion relate to this movie. It was a good movie, rent it! Movie directed by Andrew Adamson, Kelly Asbury."
64,Shrek 2,8,25 February 2006,Great songs. Great animations. Great movie.,"Yeah, yeah, yeah. You've seen it before--an older person liking a kid movie. Well, that's the case with me. I love this movie from beginning to end. I've watched it more than once (by myself, sadly), and now I've decided to comment on it. Reason? I hope you don't mind me saying so, but it's just a great movie. Great songs. Great animations. Great movie. Great for kids. Great for adults.It's like a movie that says ""You can never be happy with others--if you're not happy with yourself."" Shrek 2 is good for everyone in that way: it teaches the audience about love, self-respect, and how to laugh.I don't see any reason why you shouldn't watch this movie (whoever you are). As a matter of fact, I'll bet you end up buying it like I did."
65,Shrek 2,9,14 January 2006,I Came. I Saw. I Asked for a Refund.,"Firstly, Shrek can't get any better than number one. Secondly, when the sequel came out I thought it was going to be a major disaster. But when I saw some clips and trailers I do admit, I was quite impressed, especially with Prince Charming at the beginning. After about two weeks when Shrek 2 came out I went on release day and (OMG) It was...horrible! I swear I went after the movie for a refund but I didn't want to embarrass myself in front of millions of people so I tried phoning them. They asked me for my name and I gave it to them but they said they couldn't find anyone by that name. Like my rotten luck! Less music, less comedy, less action and too much suspense makes this movie a classic retard."
66,Shrek 2,8,10 January 2006,Better than others give it credit for,"I wasn't going to leave a review, but I didn't think the others that reviewed it did it justice. I loved the movie with one exception. The music was awesome. The lines were every bit as witty as the first one. It was full of parodies, and lots of secret jokes that my kids didn't get. I'm sure that there were a few that I didn't get either. My only complaint is that I would love for it to have been a family movie. There are a few inappropriate comments/innuendo that they just didn't need to put in there. That's all that ruins this one for me. I don't know why people think that make an off color remark is somehow funnier. Easier, maybe, but no more funny that using talent and hard work to drum up something original. Be that what it may, I still admit that it is great. I bought it, edited out the couple unnecessary sexual spots/innuendo and, ""Viola! It's perfect."" If it weren't for this I'd have given maybe 9 stars. Definitely a must see."
67,Shrek 2,9,7 January 2006,Hilarious...,"I went into Shrek 2 not knowing what to expect, but I laughed harder in this film than in anything I had seen in a very long time. The movie was jam packed with pop culture references and jabs at Disney...each one is right on. The voice cast is top notch- the additions of Antonio Banderas, Julie Andrews, and John Cleese were genius moves by the producers. This movie was really an ensemble effort, making it much funnier than the original.The story is reminiscent of Guess who's coming to dinner? where Fiona takes Shrek home to meet her parents- the king and queen of the kingdom of Far Far Away. Needless to say, things don't go as planned and Fiona's father and Shrek do not get along. Sending Shrek and Donkey, along with their new friend Puss in Boots, on a whirlwind adventure to seek help from the Fairy Godmother and make things right. But the Fairy Godmother has some tricks up her sleeves too.If your one of the four people in America who haven't seen this movie, go watch. My only major criticism is that I couldn't hear all the jokes over everyone's laughter. Can't wait for Shrek 3."
68,Shrek 2,7,26 December 2005,Very good. (CONTAINS SPOILERS),"Very Good. High Comedy and High Animation.Children will love to see this comedy about an ogre. It is very good. The plots and story lines hit right on target, good one liners, good moments and generally very funny. Acting- (Voice Over Animations) Very good. All of the actors performed a highly successful animation. They all provided the correct tone of voice for their characters and performed very well to fit with the scripts, its clear they have really got behind their character and tried to make them into a figure of delight for their viewers.Genre- They have tried to hit all genres they featured. Comedy, good one liners, acting was good and was funny (comedy) a few sad dramatic moments were performed well with acting and romance and fairytale all in their performed well. A good story.Screenplay- This was good, well written good funny, enjoyable family humour. A good film for all to enjoy courtesy of the screenplay. A very well done!Overall a good film, performed well, animated really good. But not as good as its predecessor!A 7!"
69,Shrek 2,7,20 December 2005,Very funny parody,"Shrek 2 is a very funny movie.It's the sequel to Shrek. The whole thing is a bunch of parodies of classic fairy tales, including Little Red Riding Hood, The Three Blind Mice and The Three Little Pigs. It also includes many pop-culture references, but not too many of them.However, even with it's jokes, it doesn't live up to the original. (in my opinion)(Sorry for the short review. I have many others to write.) 7/10Good: Funny, witty and sweet parody with good storylineBad: I am a bit biased, because I am comparing it to the original. Also, HBO shows it too much."
70,Shrek 2,9,10 December 2005,This should have won more awards then Shrek.,I was quite relieved when I found out that Shrek 2 had won less awards then Shrek because I found Shrek 2 better.My family including my brother who is 30 years old.shrek2 2 is a fabulous movie that contains a different genre to Shrek which is music.This is one of my top 10 films.This one is my 8th favourite film and I know that it is my nephews favourite film. I like the film Eloise at Christmas time and it was nice to hear Eloises nannies voice in this film as the evil fairy godmother who wants Fiona to marry her son Prince Charming who is also bad but Shrek and Donkey come to the rescue and save her from the evil in the film.
71,Shrek 2,9,7 December 2005,Fairy tales Episode II : Return of the Ogre,"Remember Shrek, the ogre (voiced by Mike Myers) whose hilarious adventures were told in the eponymous animated film from 2001, a quite adult, politically incorrect cartoon? Well, he's back and he's more incorrect than ever! In the previous movie, we left our hero living happily ever after with his ""beautiful"" wife, Fiona (Cameron Diaz). Now, the issues begin, as the couple has to go to the kingdom of Far Far Away so Shrek can meet the in-laws (John Cleese and Julie Andrews). Sound familiar? Yeah, you've probably seen the same story in other movies, but it still makes people laugh for hours. Anyway, there's also another problem: the Fairy Godmother (Jennifer Saunders), who would rather see Fiona alongside her son, the narcissistic (and perhaps a bit gay) Prince Charming (Rupert Everett)...This sequel is much better than the original, with an intriguing story, ace gags (mostly involving Disney features) and tons of movie references (including Alien, Spider-Man, The Lord of the Rings and Mission:Impossible). But let's not forget the characters: like in the first film, Donkey (Eddie Murphy) steals the show, constantly talking and talking and talking (Shrek:""Donkey, you HAVE the right to remain silent! What you lack is the capacity!""). But there's a new entry that basically overshadows him: Puss In Boots, voiced by Antonio Banderas (who deliberately spoofs his old character Zorro). Cute but lethal, he's practically the best thing in the movie.Smart, funny and moving, this is a sequel both kids and (most of all) adults will enjoy over and over again..."
72,Shrek 2,6,2 December 2005,Not a fairy-tale anymore...,"My drop into this ocean: ""Shrek"" was an illustrious adventure/fairy-tale, ""Shrek 2"" only was making me wonder why did they need to put so much toil to model, animate and render it all when nearly all of this could be shot in real! The story of ""Shrek 2"" is just a well-made romance with a lot of fairy-tale characters. Not a fairy-tale. And don't expect the same wealth of humour as ""Shrek"" had. Of course it's pretty watchable and still even have something to remember but it's not THAT, you know what I mean. There are no particular things I really dislike, maybe only the tempo is too slow, too much talk (terrible squandering of the CGI work!) and, alas, no ""modern fairy-tale"" spirit ""Shrek"" had. And too much parodies also."
73,Shrek 2,4,23 November 2005,kids....,"Children are very powerful. The fact that ""Shrek 2"" is (at the time I write this) the third highest grossing movie of all time in America....is just amazing to me. This movie is not really all that good. It's not that I just don't like kids movies -- I am actually a big fan of them....when they're good. ""Lemony Snicket's A Series of Unfortunate Events"", ""Tim Burton's Nightmare Before Christmas"", and ""Toy Story"" are all very good movies, and some of my all-time favorites. ""Shrek 2"", however, is NOT one of those movies. It's not even as good as the first Shrek movie. Antonio Banderas, Mike Meyers, and Eddie Murphy are occasionally funny; and it's always nice to hear Julie Andrews. But, on the whole, it was not very good. It reminded me of ""Shrek On Ice"", or something. Kids...."
74,Shrek 2,9,24 October 2005,Greatness that is rarely found within animated sequels...,"Shrek(Mike Meyers), the lovable ogre, returns in this sequel which begins with a honeymoon with his newlywed princess, Fiona(Cameron Diaz). The honeymoon is interrupted by a messengers sent by Fiona's parents who would like to meet her new husband and heir to the throne. So Shrek, Fiona, and their talking donkey(Eddie Murphy) take a trip to Fiona's hometown of Far Far Away Land and are welcomed to an array of confused townspeople and an unwelcoming king(John Cleese) and queen(Julie Andrews).The plot thickens when a fairy-god mother(Jennifer Saunders) gets involved with hopes of her son, Prince Charming(Rupert Everett) marrying Fiona. Shrek and Donkey journey to find a happy ending for everyone meeting a new friend named Puss in Boots(Antonio Banderas) along the way.Shrek was a fantastic animated comedy that all ages could enjoy. Shrek 2 is by no means any different. The same caliber of jokes and children-friendly humor is used throughout the movie. The same great satire on fairy tales is still the basis for the movie and is used in an entirely new and original situation that causes laugh out loud humor constantly. With its break-taking animation, the audience will certainly be awed with amazement and realism and with it's fantastic plot and lovable characters, many will find Shrek 2 to be an instant favorite. Shrek 2 may not be as great as the original but is still a wonderful display of an animated romantic comedy."
75,Shrek 2,8,18 October 2005,"It's a sequel, not that there's anything wrong with that.","Never before have I seen such a clever sequel. I don't know whether or not ""Shrek 2"" specifically outdoes its predecessor, but it certainly equals the latter. This one has Shrek (Mike Myers), Princess Fiona (Cameron Diaz) and Donkey (Eddie Murphy) going to the kingdom of Far Far Away to meet Fiona's parents (John Cleese and Julie Andrews). Needless to say, the parents are shocked when they see that their daughter has married an ogre. Further throwing a wrench in the works are the presences of swashbuckling Puss in Boots (Antonio Banderas) and jealous Prince Charming (Rupert Everett).Aside from the fact that it never gets ridiculous or formulaic, ""Shrek 2""'s strength lies in its popular culture references. Almost any movie, any TV show, or any song that you can imagine, they spoof it here. Whether it's Sir Justin (Timberlake, that is), Far Far Away's resemblance to Beverly Hills, or any of the quotes, this movie pulls no punches. A treat for all ages."
76,Shrek 2,4,7 October 2005,pale shadow of the original,"The original ""Shrek"" was an absolutely charming fairy tale that skillfully accentuated a simple message with impassioned performances and gallows humor. ""Shrek 2,"" however, fails in many departments, but no more than the most crucial: it is completely lacking the fairytale charm and wonder that made its predecessor so darn endearing. This time around, the characters seem to be just going through the motions of what is, at heart, a formula sequel propped up with glitzy computer animation that is at least as good as the original's. A collection of charmless new characters does little to help the cause, which is made increasingly futile with a tone-deaf sense of satire and a self-conscious, anvil-heavy humor that seldom permits any genuine laughs. Unfortunately, this sequellike so many otherswas clearly driven by a committee of producers rather than fresh ideas."
77,Shrek 2,8,5 September 2005,Much better than the first,"This one was MUCH better than the first.While the first seemed to be mostly based on bathroom humor and grossness, the second has genuinely intelligent humor, and although there are still moments of regression, it's managed in a way that doesn't leave the second nearly as disgusting as the first sometimes seemed to be.The humor of ""Shrek 2"" will appeal to most adults more than the first did.Overall, it was quite the great success.However, the ""Far Far Away Idol"" has rather left me disappointed. There are some singers said as being ""good"" that don't quite deserve that adjective, and some regarded as being ""bad"" that are really quite good."
78,Shrek 2,9,26 July 2005,decent kids movie,"Being the horror movie guru, kids movies aren't my cup of tea. When forced to look after kids, its nearly impossible to not watch a kids movie. One night in Rome I had to look after my sister and 4 other kids and we watched Shrek 2. I haven't seen the first one so my knowledge of the series is limited.The storyline is Shrek had married Princess Fiona and are supposed to return to the castle to visit Fiona's parents. Standing in the way of a perfect marriage is The King, Prince Charming and Fairy Godmother. On Shrek's side is Fiona, his sidekick Donkey (voiced by Eddie Murphy), foe turned friend Puss in Boots (voiced by Antonio Bandaras), and a gang of storybook people like Gingerbread Man, Pinocchio, 3 Blind Mice, 3 little pigs. Shrek will do anything to make Fiona love him so he drinks a magic potion to turn human, which Fairy Godmother uses to Charming's advantage in confusing Fiona to thinking Shrek is Charming. Shrek and his gang of fairy tale people storm the castle using a Stay Puff Marshmellow Man inspired huge Gingerbread Man to save his marriage with Fiona.Its a decent kids movie for what its worth. The message to the kids that everyone has their own beauty is brilliant and the voice overs are somewhat hilarious. Hard to see Antonio Bandaras to go from El Mariachi to Puss in Boots but it fit the character well. If you want to entertain the kids and watch a movie as a family, this is a great choice.9 out of 10 for a kids movie."
79,Shrek 2,9,10 July 2005,Better than the first!,"I first saw this in the theater, and now have probably seen it at least 6 times! How can anyone say it's not as good as Shrek? The plot is reasonable, the script is decent enough, and the soundtrack is excellent! The animation is even improved and (in my opinion) the color is richer. I only noticed several mistakes such as when Shrek and Fiona are about to kiss at the ending, when the clock strikes twelve, and Shrek didn't turn into his original self, like the potion said he would.Overall, I only gave it a 9 because of the mistakes I mentioned and I'm looking forward to Shrek 3!"
80,Shrek 2,8,29 June 2005,Puss in Boots will rock your world,"The first Shrek movie was in many ways a bad movie. The second one is a sellout too, but to a greater extent.But it's a good part at times. As well as the comedy produced that you want to hear from the comedy legends that star in it (John Cleese, Jennifer Saunders, Eddie Murphy) you get a cat in boots! That was the major factor for the 8/10. Don't mess with the cat, it'll eat your brain.Whoever hates this shall be executed by Puss, with a sword...in the head. But, getting back to the film, Shrek is the most stupid character in the whole film. I hate that green waste! He should just die and let the film be called 'Puss'.I could go on all day why the Fairy Godmother is a legend, Prince Charming could destroy Shrek in a fight and Puss would have Donkey in a wrestling match, but I've reviewed enough already. Watch this, and urinate on the prequel."
81,Shrek 2,8,18 June 2005,"""How many cats can wear boots?""","Mike Myers' most famous role used to be Austin Powers, but with the limited success of the last Powers' outing, Shrek may be Myers' comedic legacy. And we are better off for it. Shrek is a lovable ogre with human emotions, wants, needs, and problems. What guy hasn't had a problem with meeting his girlfriend's/wife's parents? The movie begins with Shrek (Mike Myers) and his new wife Fiona (Cameron Diaz) meeting her parents in a Hollywood-esquire kingdom, Far Far Away, lead by Fiona's parents (John Cleese and Julie Andrews). Upon their arrival, the parents are less than thrilled to see two ogres greeting them. Much of the humor early in the film comes at the expense of Hollywood, as the same sly humor that entered in the first Shrek movie, making fun of Disney, returns here in the sequel. The basic conflict in the movie is identifiable to almost anyone out there, as Shrek tries to find a way to make himself acceptable to Fiona's parents. He even goes as far as to consult the local Fairy Godmother (Jennifer Saunders) for help. Problem for Shrek is that the Fairy Godmother is trying to get Fiona to marry her son, the doofus Prince Charming (Rupert Everett). I liked how the savior of so many fairy tales is finally knocked down a peg or two, with Prince Charming the butt of many jokes here. Puss In Boots, a Zorro-like cat (Antonio Banderas) wedges himself between Shrek and his best pal Donkey (Eddie Murphy), adding some more depth to the characters in this movie. I won't go into more detail about the plot, except to say that the movie goes from gag to gag in a surprisingly human way, while keeping the movie in the world of fairy tales. I liked how they were able to keep Shrek a character with real emotions, keeping the story going. The humor, mostly Hollywood references, keeps the movie light and entertaining. The shameless tie-in with American Idol at the end of the film was a bit on the cutesy side, but they kept it funny enough for it to not be annoying. Good, solid, family entertainment here that will make the kids and adults laugh, and enough story here to engage viewers of all ages."
82,Shrek 2,4,4 June 2005,Why was this so popular?,"I really have a difficult time trying to figure out how a film like this could make $436 million at the domestic box office. Are American tastes so fond of immature fart jokes and already-dated pop-culture references? Apparently.This film continues Dreamworks Animation's tradition of quantity over quality, the position their CEO Jeffrey Katzenberg has held from day 1. But it's gotten worse in recent years with their CG attempts, lame-duck ripoffs of Pixar or Disney classics.As for Shrek 2, I get the idea that the staff behind this picture actually believe that they're paying tribute to the fairy tales of yesteryear, when all they're doing is disrespecting them to hell and back. I don't know what people accept as ""soul"" nowadays, but this film certainly doesn't have any of it. How can I accept these characters in a tender moment when I know that one of them will probably pull a huge fart? I will give this film a point or two for the quality of some of their CG landscapes. Characters are a whole other story. You'd think that Dreamworks would remember after the first Shrek that they can't do digital humans, but nope. I've seen better animation and models in a video game. And the voices never really seem to mesh with the characters as in a Pixar film. It just doesn't work.But people will buy the soundtrack anyways, and see the film ten times to catch all the inane pop-culture references, as if that's reason enough for this to be the third-highest grossing film of all time. Think about that. It's Titanic, Star Wars, and Shrek 2. I'm gonna be sick."
83,Shrek 2,5,19 May 2005,"Shallow and stale, but just as charming","I had heard many great things about this movie before I saw it, which is probably the reason I didn't like it as much as I feel I should have. My expectations were too high.In comparison to the first movie, well... the first one was a refreshing kick in the butt for all those kiddie movies out there. This seems to be milking that same genre of adult-and-kid-friendly movies for all it's worth. Much of the witty banter in the first one seems to have been replaced by flat one-liners for the endless-amount of irrelevant characters in the movie and flatulent jokes, and the characters that do matter seem to be simply reading their boring, dull lines. I'm also not sure I quite get the fascination with Cameron Diaz, as she seems to have enough trouble establishing true presence in her roles where she's actually physically on screen, let alone voice-overs.That isn't to say that the movie lacks all charm. Antonio Banderas and Rupert Everett in their supporting roles offer much-needed non-linear comic relief when compared to the perpetually emo Shrek. I don't understand why the scriptwriters decided to get rid of the wisecracking green ogre that people fell in love with and replace him with a great, depressed, hulking mass of Scottish accent, but I suppose that's their decision. Eddie Murphy tries his best to recapture the Donkey's likability, but his lines come off more as tired and forced. However, I did appreciate many of the pop-culture references (my personal favorites being the Farbucks coffee scene and the ""COPS"" parody), even if they pushed it a bit too far (giving Pinocchio a thong? Come on, a little dignity please).I suppose the best thing that can be said for this movie is that it truly embodies one of its characters. Appealing to look at and charming on the outside, shallow and stale on the inside. But for a sequel, it could be worse."
84,Shrek 2,7,17 May 2005,more of the same but just not as good,"The story picks up where if left off with Shrek and Fiona on their honeymoon. The conflict arises when Fairygodmother blackmails Fiona's dad, the king. She wants her son Prince Charming to be Fiona's husband. So Donkey tags along with Shrek, and they meet up with Puss in Boots who was hired by the king to get rid of Shrek. The three make their way to Fairygodmother's for help, not knowing she's up to no good. Shrek gets a potion that makes him and Fiona human, only to have Charming take his place. So, the ending is up to Shrek to expose the plot of Charming and his mother.FINAL VERDICT: In part 2, Donkey is no where near as funny and neither are the other jokes. It felt forced and lacking excitement, which the first one had. They need to stop here and not make a third one, but I've heard they are already planning it. All these sequels just ruin a great concept. But, watch it if you have to keep following the saga of Shrek."
85,Shrek 2,9,2 May 2005,The first sequel done well.,"I loved Shrek 1 so much and had a neutral feeling about this movie.If they were going to do a sequel of the ever-popular Shrek 1,I was going to expect a lot out of this one.We all know Shrek and Fiona married and love each other no matter what but what happens when Shrek meets her parents.Shrek return from their honeymoon and are invited to the kingdom of Far,Far,Away where Fiona's parents are known as the king and queen.They have heard of Fiona's marriage and want to meet her new husband.When they both arrive and make their entrance to the castle,half the kingdom including Fiona's parents have seen Fiona's husband is an ogre and Fiona's an ogre as well and are not too pleased.Apparently,they are not the only ones displeased.Fiona's fairy godmother sees her new husband and argues to the King about the deal they made.The fairy godmother arranged her son Prince Charming to be Fiona's husband and save her from the dragon but instead he finds The Big Bad Wolf disguised as Red Riding Hood's grandmother.She threatens that unless the king can kill Shrek and leave Fiona to marry Prince Charming,terrible things will happen.I was very pleased and very entertained after this movie.I've seen many sequels and they either haven't been as good or just sucked and haven't had an connection with the first movies.However,I can make an acceptation for this movie.Again,this is filled with humor,parodies and good hidden morals.The FairyGodmother and Puss-in-Boots are now added on my list of favorite Shrek characters.There is also an excellent soundtrack in addition to the movie and a hilarious ending.The animation was again fantastic and the characters were very enjoyable.Although I equally like both the first and second Shrek,nothing will compare to the first movie.8/10"
86,Shrek 2,8,20 April 2005,Worth seeing twice!,"I really liked the first movie, and Shrek 2 is still keeping the funny attitude! Sometimes I got bored when it was too sensitive, but that's because I more like the comedy in it! If you have nothing to do a Friday night: Watch this! It will keep you busy laughing for about an hour! It's worth seeing twice! To be honest I most liked the cat in it! He is so cute with his boots and his big eyes. This movie is about 1 hour and 30 minutes. Sure, some parts of the movie has sensitive parts, but it is really funny! The story is about Shrek and Fiona has just got married and are on their honeymoon. When they get home again, Donkey is waiting for them at their home, and not just him. The king of the land ""Far Far Away"" has sent out a messenger to tell them that he wants to celebrate Fiona and her fiancé, but when Shrek, Fiona and Donkey gets to the castle the royal family will be shocked and something more strange is going on in Far Far Away! Dreamworks has made it again!"
