,title,stars,date,r_title,text
26,Beauty and the Beast,10,17 February 2009,One word=F-L-A-W-L-E-S-S!,"This movie is without doubt the best animated movie of all time. The artistry was perfect. I was spellbound at the animated sequences to the songs ""Be Our Guest"" and ""Beauty and the Beast"" especially. The characters were very well drawn, and because of the dark and colourful backgrounds, the film looked beautiful. The songs are fantastic. Another movie with great songs is ""The Hunchback of Notre Dame""(which has the best beginning to a Disney movie). In fact, all the Alan Menken scores are brilliant, with the exception of Home On The Range, which is one of the weaker Disney efforts. My personal favourites, were the songs I just mentioned, and ""Gaston"" was great fun too. The incidental music was the best in any Disney movie, and that is the same with the other Menken scores. The music in the transformation of the Beast was phenomenal, as well as the animation, and reminded me of the last movement of Berlioz's Symphonie Fantastique, which is really frightening. Another Disney with great incidental music is ""The Lion King"". The story is quite simply one of the best love stories ever, and the characters are wonderful. Belle was voiced beautifully by Paige O'Hara, who has a beautiful singing voice. I love Belle, she is beautiful, clever and strong, and is one of the best Disney characters for those reasons. Gaston was made into a complex villain, and quite narcissistic(great idea Disney). When he was nasty he was quite frightening, and Richard White can really sing. Jerry Orbach and David Ogden Stiers were really entertaining as Lumiere and Cogsworth,(I just love how witty, elegant and debonair Lumiere is) and Angela Lansbury gives a brilliant rendition of the title song. The best voice over was that of the Beast, who was very frightening, and there were some parts that were truly sensitive. Why are some people fussed about him as a human? Remember, true beauty comes from within. In conclusion, an essential to your Disney collection with a very poignant ending. 10/10. Bethany Cox"
27,Beauty and the Beast,10,4 August 2017,Walt would have been proud.,"This is in short the most magical movie, Disney has ever put out. I have watched it so many times and every time it just feels equally or more magical. The songs are perfect, the animation is perfect, the villain is not the ""evil-just-for-being-evil"", but realistically motivated to do bad things which fits the movie perfectly. And finally, the romance between Belle and beast are among the most real and beautiful ever done by Disney if not the best.The story is definitely a tale as old as time."
28,Beauty and the Beast,10,10 January 2013,The Golden Age of Disney!,"Along with Lion King and Aladdin, Beauty and the Beast is widely considered by most as Disney's finest film. That is simply a completely fair observation considering how good everything about the film is.The film follows the story of a man who was turned into a beast by a witch after he failed to help her due to her hideous appearance and a sweet young lady named Belle. As Belle is held prisoner by the Beast, both begin to discover what each other are deep down. Why do I absolutely love this film? Simply said, I love everything about the film. I love the voice acting, I love the classical animations, I love the story itself and the characters and also find the songs surprisingly good! This film has a magical taste to it. It just has this sweetness to it that many film nowadays attempt to accomplish but obviously fail, most notably Twilight. The relationship between Beauty and the Beast works so well during the film and it also adds a lot of comedy to it. I loved the pacing of the film and find that this is one of the most enjoyable movies of all time!"
29,Beauty and the Beast,10,31 January 2012,Disney's Beauty and the Beast is still the most enchanted of their animated fairy tales,"Just rewatched Beauty and the Beast with my movie theatre-working friend at where he works. This was actually my first time seeing it on the big screen and in 3-D, to boot! What can I say except after 20 years, it's still one of the most wonderful of the animated Disney fairy tales to be depicted in movies. No wonder it was the first of its kind to be nominated an Oscar for Best Picture. And the songs by Alan Menken and Howard Ashman like ""Belle"", ""Be Our Guest"", and the title song were also worthy of the nominations with the last one deserving of the win. And those voices, ah, what voices! I mean, Paige O'Hara (Belle), Robby Benson (Beast), Richard White (Gaston), Jerry Orbach (Lumiere), David Ogden Stiers (Cogsworth), and Angela Lansbury (Mrs. Potts) just make the picture perfect with their line readings and singing. The last one, especially, when singing the already mentioned title song which would also be lovingly rendered by Celine Dion and Peabo Bryson during the end credits. Really, all I'll say now is Beauty and the Beast gets a very high recommendation from me. P.S. I also loved the dedication at the very end ""To our friend Howard, who gave a mermaid her voice and a beast his soul. We will be forever grateful. Howard Ashman (1950-1991)""."
30,Beauty and the Beast,10,28 January 2012,3-D Re-Release,"I finally have a legitimate excuse to review this movie. One of the great ones. One of the greatest animated masterpieces of all time. There's no real reason to hate on this movie; it really is a gem. It's been talked about to death that all I can hope to do is bring my own opinion to the table.The story is still good. It's perfectly paced and excellently executed. The best scenes involve Belle and the Beast falling in love. One of the best elements in the movie is the romance. Unlike most Disney romances where the couple meets, falls in love, and gets married a few days later, Beauty and the Beast takes its time. You never know how long it takes the couple to fall in love; it could be weeks, maybe even months, so its open for debate and allows the viewer to draw his/her own conclusions. The characters are still memorable. Belle is beautiful (duh, the title tells you that), but she never flaunts it. She is constantly taunted and mocked, but does she care? No. On top of that, she's smart, kind, and anything else you look for in a Disney princess. The Beast is drawn great and you do believe he's evolved throughout the course of the film. Gaston is one of the best villains of all time. I love how egocentric he is, and when he doesn't get his way, he becomes this vengeful, hateful person. His transformation is just as believable as the Beasts.The side characters...do I need to say anything about these guys? You all remember the quick-witted Lumière, the snobby Cogsworth, the gentle Ms. Potts, and the hilariously stupid LeFou. They're all memorable and I don't need to say anymore about them.I guess I'll talk about the things that I don't like about the film. The first thing is the design of the human version of the Beast, or as Disney so persistently calls him, Adam. It looks goofy and unlike Disney males of the past. Adam looks very out of place, but that's just nit-picking. The 3-D is another gripe I have with the movie. I did not want to see the movie in 3-D, not because it's not a good film, but because I own the movie. Why would I want to pay $13.50 for a ticket when I could pop it into my DVD player FOR FREE? But, after the 3-D Re-release of the Lion King, everyone began to praise the 3-D animation. So, I spent the money on the ticket, and within the first 5 minutes of the film, I regretted it. The 3-D isn't a cheap conversion like The Last Airbender or Clash of the Titans, as I am told that Disney put a lot of money into re-releasing the movie in 3-D. But still, the movie is so clearly NOT shot in 3-D that it just doesn't look good. The opening shot in the forest looked great, but that's it.Final verdict: Though I don't think the movie is worth seeing in 3-D, still take your kids to see it. The animation, the characters, the story, and the music is perfect. It's a better alternative than something like The Smurfs. Raise your children on stuff like this, parents of America. I hear some theaters show the 2-D version, and by all means, go see that. For the problems I have with the 3-D, I won't deny that it was great seeing this film on the big screen. Do yourself a favor this weekend and go."
31,Beauty and the Beast,10,14 January 2012,Such a Belle after All These Years,"You know, two of the best aspects of Disney's version of Beauty & the Beast, seemed small and insignificant to most, but have stuck with me since I saw this in 1991. #1 They freely admit that this is a ""tale as old as time""  they're not hiding that fact and #2 they're also completely up front with stating ""she's the one"" to break the curse, i.e. they don't make us wait until the end (LIKE MOVIES DO ALL THE TIME) to reveal what we've known from minute one. I respect that.Those are just two things of, I dunno, 50 great things about this near-masterpiece of filmmaking. A beautiful score, fantastic and timeless songs, gorgeous cinematography, hilarious dialogue and ""sidekicks"" and secondary characters, a story very moving, strong leads, adventure, suspense, love, funthis movie is all of those plus so much more.Watching it (for the 20th+ time but) now in the usual-Disney ""We Want Even More of Your Dollars"" way, the re-release, of course in 3D, it still held up for me. My friend and I in the theatre were rocking back and forth with the wonderful musical segments while mouthing the words  trying desperately, albeit probably failing, not to disturb other movie-goers.I will say this, despite my 10/10 Star ratingthe movie did look 21 years old, unfortunately. Some of the background characters did not move while the foreground was in motion. This was, sadly, unintentionally humorous. That said, I am a huge supporter of hand-drawn animation, or, movies people put their heart, soul, sweat & tears in VS clicking the mouse. This was old-school animation and I am fine with that. I just think this was better served, in 2012, at home to appreciate.Sure, I love re-watching classics or even movies I just like a lot, on the silver screen, but this wasn't one of those. Anyone that knows me knows I do like 3D, but I have NOT seen a single Disney 3D movie that impressed me. Especially converted ones. The ONLY good 3D imagery here was the rain & snow, and I said the same thing about The Nightmare Before Christmas's re-release in 3D. Sad, there were a lot more 3D to choose from, but I ONLY liked the rain & snow which, to me, was the only 3D that had depth.So I will NOT recommend this to be seen in theatres. I will NOT go see another Disney Classic on the big screen converted to 3D and I am no longer upset I missed The Lion King's same 3D re-issue last year. I will, however see Finding Nemo's 3D re-release later this year for several reasons: I DO NOT consider that Disney, it's my favorite Pixar film  though I haven't seen it since the original release in 2003 and the less than 2 minute preview before Beauty & the Beast looked far better in 3D than ALL of Beauty & the Beast. (On a side note, it's absolutely easier to convert that  it was 100% digital and computerized.)Stick with this classic on BluRay. I just hope they put that fantastically hilarious Tangled Ever After short (shown before this movie in the theatre.) It was a lot of fun and had us cracking up.For the movie itself: 10/10 Stars. For the 3D conversion: 2/10 Stars."
32,Beauty and the Beast,10,13 April 2011,My all-time favourite animated movie.,"Beauty and the Beast is probably the closest to perfection of any film I've ever seen. It's such a beautiful love story, full of suspense, humour and emotion. The animation, as usual with Disney, is stunning. Every frame of the movie has very detailed, beautiful artwork. Special mention goes to the animation of Ms. Pots, Lumiere, Cogswarth, Chip and all the other objects who manage to move naturally without any limbs. And of course there's the Beast, who starts out very menacing and scary and gradually becomes more and more human by his posture and facial expression. The voice actors also have exceptional talent. The actress who plays Belle has a very nice voice and is a great singer. Gaston has very deep, manly voice that suits his character perfectly. But if there was an Oscar for best voice-over performance, it would go to the Beast. He gibes such a powerful, tortured performance, that I really wish I looked up his name before writing this. And also usual with any Disney movie, the songs are ridiculously catchy. I especially love that fun, energetic song about Gaston, and the very beautiful title song ""Beauty and the Beast."" The latter song is sung during a very beautiful sequence where Belle and the Beast are dancing in a CGI room. The CGI maybe dated, but it's still a timeless scene. Another thing Disney also does greatly is mixing romance, comedy and suspense. The movie has lots of funny scenes, especially the parts with Cogsworth and Lumiere, but there are also very intense scenes that will keep you in suspense, like the exciting climax. And of course there are a couple scenes that will have you reaching for the tissues.With interesting characters, catchy songs, nail biting suspense, a beautiful love story and stunning animation, I recommend this masterpiece to just about everybody who watches movies."
33,Beauty and the Beast,10,7 February 2011,The epic love story ever told,"As Mrs Potts rightly sings- ""Tale as old as time"", the story of 'Beauty and the Beast' lives on forever and ever. Never, ever in my life, in my opinion, have I ever seen a film with such complex themes, with such a message to keep the audience thinking and such depth to its story. Of course and rightly Disney has presented this film beautifully and poetically, so all the audience, who have seen the film from old to young, will understand the message and directed by Gary Trousdale, he shows this amazingly.When a selfish prince is turned into a he is hideous beast by a beautiful enchantress, disguised as a beggar women, he is forced to be confined to his castle, along with his faithful servants, who have been turned into common house-hold objects. The only thing with him is a single rose, which will bloom until his twenty first birthday. Until then, if he doesn't find true love, then he is doomed to remain a beast forever. However, there is little hope, when a lovely young woman comes, looking for her father, who is kept hostage in the castle she seems to be the solution and the one to break the dreaded curse. ""For who could ever love a beast?"" Disney really delivers the message of never judging anyone, simply in this fairy tale, in which everyone can keep in their hearts. With characters with such depth, 'Beauty and the Beast' never fails to entice the audience, with the theme of love, finding what really matters and looking deep to what really matters.With the best actors, providing the voice for the characters including Paige O'Hara (Belle), Robby Benson (The Beast), Richard White (Gaston, Jerry Orbach (Lumiere), David Ogden Stiers (Cogsworth), Angela Lansbury (Mrs. Potts), Bradley Pierce (Chip), Rex Everhart (Maurice). With Mrs Potts singing the legendary title song, we see the Beast becoming the man that he has hidden all those years.Overall, I cannot stress how much this film touches everyone's hearts. A must see to see... again and again and again!"
34,Beauty and the Beast,10,26 July 2010,Beauty and the Beast,"This film is truly a wonder to behold. An excellent film in every aspect. For me, this is the only Disney movie in which the music is comparable to that in ""The Little Mermaid"". Visually, ""Beauty"" is a great example of how CGI can complement hand-drawn artwork without taking over it, like in later Disney films (most notably ""The Hunchback of Notre-Dame"" and ""Tarzan""). The ballroom sequence was truly groundbreaking but that's about the only ""computerized"" part in the film, thankfully. Belle herself is a fantastic heroine, one who dreams of adventure and not about a lover. I don't see why so many people were let down by the prince in his human form. I thought he was done very well. ""Beauty and the Beast"" is definitely up there with ""The Little Mermaid""."
35,Beauty and the Beast,10,29 January 2007,"A spoiled prince is transformed into a hideous beast, and must learn to love another and regain her love in return before the last petal of the enchanted rose falls.","""Once upon a time, a prince lived in a shining castle; and although he had everything his heart desired, he was spoiled and selfish...."" Thus begins one of Disney's most wonderful animated classics. The prince is transformed into a hideous beast, matching his outward appearance with his heart. He is given an enchanted rose which will bloom until his 21st birthday. By the time the last petal falls, he must learn to love someone and earn her love in return, and the spell will be broken. If not, he must remain a beast.The story, music, and characters are all truly enchanting and wonderful, fully embracing the Disney Magic. The setting is France, and I can see the French influence in it when I compare it to other French stories like ""The Hunchback of Notre Dame,"" ""Phantom of the Opera,"" and ""Les Miserables."" (The last two are not Disney, by the way.) What I really like most about all of these is that they all encourage us not to judge by outward appearance."
36,Beauty and the Beast,10,23 January 2008,One of the best Disney movies in my opinion,"The story goes something like this: A prince is cruel, and rejects an old woman's rose in return for shelter. She's really an enchantress. She turns him into a beast, and placed a magic spell on everything and everyone in the castle. He then secludes himself in his home, with a magic mirror as the only view to outside the castle. The rose will bloom until he turns 21--pretty young for a prince, eh? He needed a girl to fall in love with, and get her to love him back, then it would be all good. And if not, he's doomed to stay as a beast forever and ever. The narration--by David Ogden Stiers, who plays Cogsworth--was great, and really like ""...for who could ever learn to love a beast?"" The next scene, we meet a young girl named Belle, a very beautiful but very odd girl, because she always likes to read, and is somewhat of an outcast, like her father, Maurice. The song 'Belle', which is a great song, really shows how much she's different from everyone else, and that she wants more out of life than just her small, poor French town. And really, don't we all want more out of life? A man, Gaston, the town 'hunk', wants to woo Belle, while his oddball sidekick, Lefou, doesn't think that she's the best of the best, as opposed to Gaston. Belle knows that he's handsome, but 'rude and conceited' as well, and not for her. As she gets home to help Maurice, who's working on what could possibly the weirdest machine made to chop wood. At least it works, and he takes it to the fair.He and his horse Philippe trot off to the fair, but they get lost. Men and their direction skills. That last statement was just a stereotypical thing, because we see it happen often. So they take the dark, gloomy road that Maurice wants to go, rather than the safe, light road that Philippe wants to take. Maurice should've listened to the horse. But of course, then there would be no story. Maurice then realizes that it's not right, and as usual, blames Philippe for it, because no one wants to take the blame for something that they did wrong. They get chased by a pack of wolves, Philippe gets away, and Maurice ends up in the castle where the Beast lives, but he doesn't know that. When he gets in, we get introduced to Cogsworth and Lumiere, the clock and candelabra, who are pretty much opposites, and Lumiere's welcome eventually wins over Cogsworth's attitude to get Maurice out. Lumiere makes him comfortable and Mrs. Potts and Chip, a teapot and teacup, serve him tea, and then the scary part comes. Enter the Beast. Maurice gets taken to a prison.The next day, Gaston tries to get Belle to marry him, but our heroine knows better, and works a way to get him out, and she finds Philippe, who amazingly tells Belle in some form or way that Maurice is gone. They try to find him, and immediately Philippe wants to leave, but Belle keeps him steady. She goes inside the castle to find him. As she searches, the servants in the castle see her, thinking that she's the one who can break the spell. Lumiere and Cogsworth try to remain inconspicuous, and Belle finds her father, and the Beast finds them. Belle then makes the sacrifice of her life: she takes her father's place, and promises to stay forever, after seeing the Beast. She feels terrible and without a goodbye, Maurice is taken back to the village. Belle is told that she can go anywhere in the castle except the west wing, because it's forbidden. She is told that she must join the Beast for dinner that night. She then finds out that everything is enchanted,and she is stunned. She decides she's not going to go to dinner. After finding out she's not coming down, the feud between the two of them grows. When Belle comes down to eat, Lumiere starts to sing 'Be Our Guest', and it is entertaining! After the number, Belle is taken by Lumiere and Cogsworth for a tour and Belle stumbles upon the stairs that lead to the west wing. She tricks them into taking themselves to the library, and ventures into the forbidden zone. She sees some peculiar things, but she then sees the most intriguing object of all: the rose. She wants to touch it, but is caught by the Beast, who scares her away from the castle. The Beast saves her from death by wolves.The Beast and Belle dance with Mrs. Potts singing 'Beauty and the Beast', and it makes their bond so much better. Belle realizes that her father is sick, and the Beast releases her, because he loves her. The town find out about the Beast, and try to kill him. The servants fight back, in a hilarious battle, while Gaston goes in for the Beast. The Beast and Gaston fight each other, and Belle returns for the Beast, but right as they reach for each other, Gaston stabs the Beast, but then karma gets back at him and he falls to his doom. Belle tries to keep the Beast with her, but it seems too late. She whispers to him, ""I love you,"" right before the last pedal falls. The spell is broken, just in time. Sparks fall from the sky, and the Beast resumes his original form, and they kiss. The castle returns to normal, and it's all good.Deserved the Best Picture nomination and it is one of the best Disney movies in my mind."
37,Beauty and the Beast,10,14 February 2007,"Disney Movies, Just for Kids?","Iv'e heard the comment before and I definitely would never believe it.Classic Disney Films have a certain unbeatable magic that gives you such an emotional feeling if your like me, and I would never say that these movies are just for children.Think about it about 75% of Classic Disney movies (im not talking about the emperor's new groove, Hercules, etc) I'm talking about Beauty and the Beast, Cinderella, Alladin, The Lion King, Bambi, Snow white, The little Mermaid, and Pochahontas, are all romances (or have a portion of romantic moments.When I was little I loved those movies so much (I grew up a Disney baby I'm now 13) because they were colorful, bright, happy, fun, and magical, but somehow they mean even more to me to this day.Beauty and the Beast has definitely become my favorite Disney film (I also love Aladdin, the lion king, Bambi and the others I mentioned VERY much).It's easy for me to understand now and there's something about Disney that now means so much more to me.It's not just about fairytale princesses and fun animated little objects, Beauty and the Beast is a beautiful tale of romance and acceptance.Showing you that love comes from the heart, not the eyes.I cry every time I watch it because the significance has an amazing effect on me and my entire family.This movie (and many other classic Disney productions) is a masterpiece and anyone who thinks otherwise is a fool, this movie is beautiful, original, and very heartwarming so anyone that says Disney films are for children can't appreciate the message they really send out, just because they're animations and not some sick bloody gross-out horror movie or crude sexual comedy or blow up action film, it doesn't make them childish.It makes them meaningful by their stories not their appearance, just like the whole theme of Beauty and the Beast ;-)"
38,Beauty and the Beast,,1 April 2002,Film promotes the sensitive male of the 90s,"This timeless fairy tale has been reworked to respond to specific gender preoccupations of the day. Disney's Beauty and the Beast addresses the contest between two types of masculinity, aggressive and gentle, targeting young boys to socialize into the new sensitive male of the 90s. The representation of femininity plays a minor part in the story.Because Disney films are targeted to a younger audience, the sexual implication of the `Beast' is replaced with a coarse, boorish and unrefined type of masculinity. This film is about the socialization of young boys, and the audience learns through textual analysis what behavior the film deems appropriate. The Beast is 11 when he is put under the spell and 21 by the time it is broken, which covers the formative years of the transition from boyhood to manhood. The most obvious lesson he has to learn is to love, and to be good enough to have that love returned. Heterosexual love sets everything right and is the definition of the manhood he has to attain. The rest of the film reads as a transcript of proper behavior, and Lumiere, the dating etiquette expert, is his teacher. The Beast is expected to find more suitable accommodations than the dungeon, walk Belle to her door, say something to fill the awkward space on the trip to her room, and invite her to dinner. As a man, he is expected to control his temper, eat in a civilized manner, and learn gentleness with the birds. In the scene depicting his table manners, Belle switches from the role of date to that of nurturing, instructive mother. Belle recognizes his effort with the spoon and compromises with him by sipping her broth from the bowl. All of the characters have a part in his instruction. Especially informative is the scene when Belle sings about how he was course and unrefined, and now he is dear to her because he is unsure. It is the self consciousness and insecurity, in eating and getting dressed in bows, that sets the Beast apart from Gaston and makes him the ideal 90s (less masculine) man. In fact he has physical prowess but he represses it, and appeals instead to Belle's mind with the library. The film reassures boys that one can be both gentle and manly. The key to winning the girl lays in his evolution; he overcomes his selfishness. The Disney film leaves no room for competing versions of masculinity. Only one would survive; the bad guy dies.Gaston and the Beast are quite similar rivals, analogous in their social worlds. Either the entire town or all of the appliances cheer their respective protagonist. Gaston is beastly as shown by his shadows, bestial shape, and pride that every last inch of him is `covered in hair.' Their fight in the tower marks the emotional high point of the film and is essentially a rivalry between two types of masculinity. The sensitive male that the audience has witnessed evolving, or the 100% pure testosterone laden Gaston who is aggressive, has a thick neck, eats to excess, is not an intellectual (he knocks over a chess table) and is a model to which all those in the village aspire to. Belle drops out of the equation entirely, as the major lesson of the film is the contest between two versions of manhood, with the sensitive male of the 90s the victor.To a lesser degree, the film is also about the new woman of the 90s. Belle is the new heroine that Disney produced, though she is just as skinny and wide eyed as the heroines before her. She does read books, but they are fairy tales and her idea of `something more than this provincial life' is prince charming. She is really not all that intellectual. She does have two physical saving scenes, when the Beast is attacked by wolves, and before he falls off the tower and she catches him. However, overshadowing Disney's attempt to create a modern, liberated woman, Belle ends up faced with a choice that is really no choice at all. She has to get married in the end whether it is to one man or another.Belle simply settles for the best type of masculinity, what she a `new woman' is looking for in a `new man.' She has little choice, since she doesn't like Gaston and she does want to get married. The lesson is that one type of masculinity not only triumphs and survives, but it also gets the girl. It is surprising that a more recent film, after the women's movement, and one self-consciously trying to create a new heroine, actually takes more power out of the female's hands then older versions of the tale. Animations oftentimes reinforces stereotypes, and the `happily ever after' genre conflicts with any real independence Belle could have shown, resulting in no choice other than marriage."
39,Beauty and the Beast,10,11 December 2004,The best of Disney,"**CONTAINS PLOT REFERENCES AND SOME SPOILERS**Before approaching Beauty and the Beast it is worth mentioning that this is a movie which Disney himself had always intended to make before his death. The finished product I should imagine would fail to disappoint even he himself the most intimidating of perfectionists.What separates this particular Disney offering from the usual litany of animated boy meets girl stories previously is the particularly deft and mature characterisation. We have always come to expect charming and technically leading animation from Disney, but the characters themselves are what sets this movie apart as a jewel in the studio's crown.Belle is a truly contemporary and cerebral heroine, beset by a life that offers little to her aspiring imagination and intelligence. The small village in which she lives with her father seems to be a place in which she does not fit. She is looked upon as a crank because her passion is reading. Her father is viewed as insane because of his quirky inventions.Beast is by far the most deep and complex Disney character to date. He is not a perfect prince, far from it- but rather a fallen man, and the product of his own misfortune. Filled with bitterness and cynicism, he exists in a damned world of his own creation and must endure the limbo that surrounds him as a result of his selfish choices in life. Pride has led to his great fall and hope has deserted him. From the outside the viewer feels the plight of both of the lead characters and it is a joy to watch both characters come together, not in the usual Disney formula of a magic kiss, but a real relationship with real pitfalls and real emotional challenges.We witness lonely bookworm Belle finding that books can not be judged by their cover, finding a true friend for the first time in her life, and ultimately true love. Beast's gradual redemption ensues and he discovers the error of his ways, and abandons his defences and even his sense of self in order to truly love Belle.The music delights and the animation charms with a surrounding plethora of delightful supporting characters which appeal to both children and adults alike. Villain and all round sexist boor Gaston adds some comic relief and grotesque cave-man charm in his desire for Belle whom he views as another beautiful hunting trophy for the wall of his lodge.The musical aspect of the movie is astoundingly well written and performed. Each song lends something unique to the movie as a whole without detracting or seeming unintuitive to the storyline.One of the most charming things about this movie is that its French origins have not been eliminated by Disney, but incorporated into a colourful backdrop for a story that will stand the test of time.This movie has so many personal high points for me that I wish I could mention them all. It contains one of the greatest pieces of animation I have ever seen in the Beast's transformation at the end of the film. Beast emerges from his seeming demise magically and changes to his staggeringly beautiful human form almost resembling Michaelangelo's David emerging from the marble. This ending is a fitting climax to a great work of both animation and storytelling.In conclusion this is an unmissable slice of classic animation, served up so beautifully that future generations will keep coming back for more. Beauty and the Beast was well deserving of it's Best Picture nomination, for here at last is a Disney story which will stand the test of time and melt the heart of even the most cynical beast.10/10"
40,Beauty and the Beast,10,26 April 2007,C'est Belle,"This movie is pure magic. I love Disney films, especially the traditionally animated ones. I sincerely hope that does not become a lost art form.So, first point for the movie: it's French. I adore the language and the culture, so getting a smattering is a delight.Secondly, it's a classic fairytale that is also quite dark. There is much tragedy woven into to castle and its surroundings. I like best the tales that aren't overly bubbly, and this one keeps the goofiness down pretty well.Next, the heroine actually possesses some intelligence! She reads and has her own mind, and, unlike many, is flawed. It's nice that the film was taken seriously enough to have some dimension, even if it was ""only"" an animated movie. Plus, I really want to have her library someday.Lastly- the movie is just so beautiful! The castle and the woods were gorgeous, the ballroom was beautiful, but the best was the breathtaking scene right after Belle dumps Gaston and runs out to the field behind her house. Sheer perfection. No wonder this movie was nominated for best picture. My only wish- I would have liked to have seen some more of the Beast as Adam. He was pretty cute!Quote of the Film:Well YOU shouldn't have been in the West Wing!"
41,Beauty and the Beast,9,22 January 2006,The most beautiful love story ever told.,"'' The Beauty and The Beast'' is one of the greatest stories ever told and one of the best movies from Disney that I watched in my life. I always identified myself with Belle, the girl who does not belong the place where she is lives and also with a big taste of reading lots of books. Our story takes part in France in 18 century, and our main character Belle is the prettiest girl in the city she lives, being the object of the affection and interest of Gaston, an arrogant man that has the sympathy of the people of the region.(And also considered a big catch for the girls of the city)But Belle is not interested in him and always imagined her life different from the domestic life people always imagine for her.One day, Belle's father, an inventor, was going to sell one of his inventions and lost his ways, being attacked by wild animals and entering in a big dark mansion apparently without a owner. He stays there for a time, but soon the Beast comes up and attacks him,making him a prisoner in his castle.Belle stays worried and goes after her father in the mansion and there she sees the violent and awful beast who locked her father. She then makes a deal: Belle agrees to stay in the dark castle with the horrible beast in return to her father's freedom. But with the time, Belle is going to discover all the magic that is beyond the castle, including the talking objects and even a nice side that the Beast has.This story is very inspiring and very beautiful! =)"
42,Beauty and the Beast,10,13 July 2017,My number #1 favorite Disney animated movie of all time,This movie has been one of my favorite movies for years now.The animation style in the movie is really amazing.The songs are very beautiful.And I love the romantic storyline of Belle and the Beast and it is a very great classic animated movie.Belle's dress in the movie is a very beautiful gold dress and I love how adorable little Chip is in the movie and is very sweet.
43,Beauty and the Beast,10,31 July 2013,All time favorite,"This is an excellent movie for the whole family. I was already in Junior High when this came out but it quickly became one of my favorites. Even now with children of my own I love to pull this movie out and sit down with them to watch it.It starts out with beautiful scenery and wonderful singing. You will follow the life of an ordinary girl named Belle who has a love for reading. She lives alone with her father who is a but odd with his inventions and solitary lifestyle. He goes off to show his invention, he gets lost, finds a castle in the woods and lets himself in. Once inside he meets the enchanted occupants. Then the story really starts. The Beast discovers he has an unannounced visitor and thinks he is there torment him. So the father gets thrown in the tower.Belle has an unwelcoming admirer, the town bully. He tries to woo her, unsuccessfully. She runs out to the field to escape him and finds her fathers riderless horse barreling down on her. She then travels to the woods in search of her father.When she finds him at the castle she trades her life for his and the Beast releases her father and keeps her. Then the story begins."
44,Beauty and the Beast,10,13 May 2010,This film captures the true essence of what animation should be.,"From the time we could walk we would all hear about films such as The Little Mermaid or Snow White and the Seven Dwarfs and how they changed film-making forever. These films helped bring animation to life (Snow White being the first animated film and The Little Mermaid reviving the genre after it had almost died) while there are films which keep it alive. Beauty and the Beast is one of (if not) the best work of animation there has ever been.The story is about a girl named Belle who wants to have a better life than the ordinary one she got stuck with. In the beginning we learn of the prince who got turned into a beast for his heart was cold. And if he couldn't find anyone to love and love him in return before the rose he was given had wilted then him and all of the people who live in the castle (turned into house ware items) would remain the way they were forever. And that is where Belle comes in, as she goes in search for her father who went missing she finds herself at the Beast's castle and her father as well. In exchange for his freedom she would remain there and never leave again or see her loved ones again. So now a chain of events has been set into motion that will determine the fate of the Beast and all who inhabit his castle.Beauty and the Beast is obviously one of the most romantic, funny, charming, and enchanting films ever made. The characters are funny, loving, and beautifully made. The music is perfect along with the animation. Because of the animation we can see many charming characters do things that hasn't been done before in animation. The choreography moves everywhere and leaves us all just wanting more. This film is an instant classic filled with beautiful animation, great choreography, timeless music, and a love story to make your heart melt. Beauty and the Beast is one of the most enchanting films ever made, people will want to watch this over and over again."
45,Beauty and the Beast,10,13 December 2009,The Best Animated Movie Ever,The only animated movie to receive a Best Picture Oscar nomination and it deserved it.The songs are very good and perfect for the scenes.My sister and I watched this movie many times when we were kids.Till i was a teenager i watched cartoons.These days i have no interest to watch cartoons.I have seen many cartoons and some 4 or 5 cartoon movies including Beauty & the Beast.I use to think how a cartoon movie is so great.This is the only cartoon movie that is so great.Excellent movie.I don't think any other cartoon movie can stand a chance against this one.Beauty and the Beast is my only one favorite cartoon movie.I have seen it many times and still i will see.
46,Beauty and the Beast,10,2 January 2008,"Classic Disney Film. My All-Time Favourite Movie. Brings Back Memories, Old & New. Arguably ONE OF THE GREATEST MOVIES EVER MADE.","I saw this movie when it first came out in theaters in 1991 (I was 5 years old) and fell in love immediately. I used to watch this movie when it came out on video soon after. Wore out my VHS copy. I was excited when the movie came out in IMAX in 2002 (I was 17) and, though I would have preferred to see it with my friends, I enjoyed it nonetheless. My aunt bought the movie when it was released on Special Platinum Edition DVD, knowing that I'd be upset if she didn't.This movie is arguably one of the greatest films ever made, with its great story, stunning animation & Academy Award winning songs, my favourites being ""Belle,"" ""Be Our Guest,"" ""Human Again"" & the heartwarming title song, of course. The movie reminds me very much of my best friend, as she is a lot like Belle (forgiving, slow to anger, very patient, understanding and loving) and I'm a lot like Beast (ugly and utterly abominable when I lose my temper). In spite of all this, she loves me for who I am, though we can never be together.I cannot recommend this classic movie enough for everyone. Classic songs, a great story and stunning animation make this film a treasure. The Special Platinum Edition DVD has a treasure trove of riches with which you are most certain to be enchanted, including not one, not two, but 3 versions of this most excellent and history making movie (it is the only animated feature ever to be nominated for an Academy Award for Best Picture, winning two for Best Original Score & Best Original Song, also picking up two nominations for Best Original Song and Best Sound and won 3 Golden Globes, including Best Picture). Rated G."
