,title,stars,date,r_title,text
37,Shrek the Third,10,4 February 2012,outstanding,it is a outstanding movie if you like the Shrek movies than you will love this amazing movie it is fantastic it is a movie that you will be talking about for a long time i never saw a movie like this before it is a hoot it is a movie that you don't want to miss it is one of the best movies ever you will laugh out loud when you see this awesome movie i never saw a movie like this before you will like it a lot it is one of the best you and your kids will go crazy over this wonderful movie you will say now that was a great movie go see this masterpiece of a movie today i never saw a movie like this before you will go crazy over Shrek The Third i never thought it was going to yes this good before but it is a outstanding movie you will say now that was funny go see this movie today you won't be sorry after you see this wonderful movie it is a two thumbs up movie i say this is one of the best movies ever made go buy or rent this awesome movie today it is outstanding have a great day
38,Shrek the Third,1,30 May 2007,Shrek + 3= Hollywood out of (good) ideas,"SAVE YOUR MONEY! This review contains no spoilers because my wife and I didn't even stay to see the end. After an hour and a half of watching this boring movie and hoping it would redeem itself, we gave up. In that hour and a half there were maybe 3 funny moments at best. I cannot stress enough to you that this isn't even a FRACTION as good as the first and the second movie. And what will frustrate me the most is that parents will STILL take their children to this garbage and Hollywood will make their money back in the first 3 weeks of release. If the movie theaters are going to charge $8 or $9 a ticket and put commercials in front of the movie, the least they can do is have standards and not show this rubbish. This movie will sell a $100 million+, and Hollywood will send us a 4th piece of garbage. I know I'm ranting, but that's how mad I was that I spent money on this piece of trash. This is the summer of sequels, more than I can remember in recent summers. Spidey 3, Pirates 3, Harry Potter 5,Die Hard 4, Ocean's 13 (are they kidding?!?), 28 Weeks Later... Granted, a few of them may be good movies, one thing is clear; Hollywood is definitely running out of ideas."
39,Shrek the Third,2,30 May 2007,Hope springs eternal; but unfulfilled in Shrek 3,"If we can count on Hollywood studios for one thing it is their unfailing ability to deliver mediocrity when they think they have found the formula for a successful franchise. Formulaic is what they delivered in Shrek 3.The first two Shreks were irreverent and original. Almost uniquely in Hollywood they managed to entertain both adults and children without neither patronizing the former nor confusing the latter. In Shrek 3, except for a couple of scenes, there was barely a snigger from the audience of any age throughout the movie. With this one don't waste your money at the box office nor the movie rental store.Is it just me or has anyone else noticed the increasingly unwatchable number of movies Hollywood has been foisting on the public with their high-dollar marketing campaigns these past four years? I have walked out of three movies within the last three weeks; Spiderman III (twice - don't ask me to explain) and Pirates of the Caribbean; At World's End. They're boring. It is as though someone spoon-fed me a soporific at the beginning of the show; all I do is yawn until I get up and leave.Where is the hunger?"
40,Shrek the Third,1,19 November 2007,Shrek the Third: The second to last installation of an ever collapsing series,"The movie ""Shrek"" was the first movie I saw with my son, Eddie, when he was five years old. He loved it and I thought it was pretty funny too. Though it didn't have all the components of the short children's book it was based on the singing and dancing at the end made up for that. I gave it a 9 out of 10. Shrek 2 we saw together as well, when my son was 12 and my daughter 6. I thought it was pretty good, but Antonio Banderas was stepping down to a new low. (though not as low as spy kids) i gave it a 5 out of 10. But Shrek the Third's plot was choppy and poor old Eric Idle and a terrible role. And come on, Justin Timberlake playing ""Artie""? That was a terrible decision. I gave this on a 1 out of 10. My daughter at age 9 thought it was ""booring"". And my son (who went to see ""Spider Man 3) said he wouldn't go to it if you paid him. But at least it's something for Mike Meyers to do. It makes Eddie Murphy seem actually funny. And it stops Cameron Diaz from being a slut."
41,Shrek the Third,3,19 May 2007,Save your money and rent it...NOWHERE near as good as the originals!!!,"The subject says it all! I was COMPLETELY disappointed with this film. With Shrek and Shrek 2, I came out of the theatre laughing, sides aching, and reciting funny lines. When I came out of Shrek the Third, I just kept wondering what all of those people in the theatre were laughing about and clapping for at the end (maybe they were happy that it was over!). I have a sneaking suspicion that when those people wake up this morning, they are going to realize that this movie severely lacked the originality that the first two movies were overflowing with.I've seen a lot of reviews and comments that say the same thing, ""All of the funny parts are in the previews"", and to an extent, that's correct. I say ""to an extent"" because I never thought the previews were all that funny. I liked the Princess Army the best, but really they are a very small part of the film. I thought Cameron Diaz and Rupert Everett sounded bored, as if they are only doing this for the paycheck. And I hate to say this (because I'm a HUGE JT fan), but Justin Timberlake lacked charisma in his role, and his character was very two-dimensional. Oh yeah, and NOT ENOUGH PUSS IN BOOTS! Lets face it, HE was the best thing in Shrek 2! Don't get me wrong, kids are going to love this movie, because last time I checked it still had a big green ogre and a talking donkey. But most adults are going to be very bored. I've also seen a lot of comments on some boards say ""What do you expect? It's a KIDS movie!"" No, they aren't. Shrek and Shrek 2 are enjoyable for both kids and adults (I liken them to Spongebob Squarepants...there's plenty to keep the kids entertained and there are plenty of jokes for the adults too). I would equate Shrek the Third with Ocean's Thirteen: They only did it for the money and did not care about the content. Shame, shame..."
42,Shrek the Third,1,15 May 2016,Gave me cancer,"I know what I said, but something has happen that has caused me to realize life isn't worth living, by the end of this review the cancer will have taken over my body. To all of my fans I apologize, but I have no reason to live and this will be the last thing I ever do. For those of you that may be confused, I wrote a Shrek 2 review explaining how Shrek 2 cured my cancer, and at the end of that review I said no Shrek the third review as every time I talk about it, the cancer comes back. Well, today I went to watch Shrek 2 for the 666th time this week, but when I opened the case, I was appalled. There was no Shrek 2 there, but somehow Shrek the third was. After this event I now realize that there is no God, as no God would allow such an atrocity to occur. Already my cancer is at stage 2, I might not make it through this. Shrek the Third is the hot girl you meet at the bar and she seems amazing, until you go in for the kill and five seconds in you realize you've already contracted HIV, but you finish the job just to see if by the end it was all worth, and I can tell you one thing Shrek the Third is not worth the HIV and cancer it gives. Everything about this movie is awful, there is no I need Hero moment like in Shrek 2, and the movie didn't even take my advice on adding the running of the Jew. Shrek the third may have hurt Shrek's legacy even more so than that punk ass kid from Shrek is love, Shrek is life did. I still remember the first time I saw the movie, after Shrek 2 I've never been more excited for anything in my life, but after 20 minutes into the movie, I needed an injection of I need a hero as my cancer was coming back, but this time stronger and with a hint of HIV. Why the hell does Shrek have a nightmare about having his kids, not only that but how the hell did he predict so accurately how they would look like when they were born? Also, how the hell does Donkey even get with the dragon, I bet the dragon has never orgasm-ed during their relationship. cancer update: stage four. How stupid are the people of far far away land, like how you just gonna let Prince Charming do that stuff again, like how you still trust this fool? I really don't think anything could have saved this movie besides maybe the running of the Jew, even then probs not tbh. It makes my cancer go wild knowing this film is apart of the Shrek legacy. Shrek I love you, and I'm sorry the writers let this happen, it's not fair to you, but please promise me you'll always be Shrekly. To all my fans, I'm saying good-bye, I'm offing myself, we all know it should be the kid from the Shrek is love, Shrek is life, but somehow it's me that will ending his own life. If I'm wrong and there is a god, how can you live with yourself? How can you put us Shrek fans through this movie? How could you let my Shrek 2 get switched with Shrek the third? God you're really the devil if you do exist.And with that I say goodbye to the world, and Shrek forever after. Love Shrek Boy 5"
43,Shrek the Third,2,10 June 2007,"Let's Quit While We're Ahead, Shall We?","Like most movies that comes in threes, ""Shrek the Third"" is a waste of time. Right now, there hasn't been an interesting flick during the first half of this year, as it was last year, but now I am waiting to see ""Knocked Up,"" an original adult comedy amid the needless three-quels of ""Shrek the Third,"" ""Spiderman 3,"" ""Pirates of the Caribbean 3: At World's End,"" and ""Ocean's Thirteen."" The original ""Shrek"" was an uncomplicated charmer. ""Shrek 2"" was even funnier, adding touches of glitz and glamour with the kingdom Far, Far Away looking like a Hollywood Scene, and ""Shrek the Third"" is a forced, convoluted mess. And for the first time did I actually fall asleep through bits and pieces of this yawner.Okay. So we all know about Shrek (Mike Myers), Princess Fiona (Cameron Diaz), talkative Donkey (Eddie Murphy) and swashbuckling Puss N Boots (Antonio Banderas) and all the happy things that will happen to them at the end of the movie. In the first and second movies, they all seemed happy working together, but now they seem bored and would like to just get together for lunch. The late great film critic Gene Siskel quoted, ""Is the movie more interesting than a documentary of the same actors having lunch?"" Well, let them have lunch!In ""Shrek 2,"" we also got to know King Harold (John Cleese) and Queen Lillian (Julie Andrews), Fiona's parents. They return, but Cleese is wasted as the King Frog that ahem, croaks, for hokum, so that Shrek becomes King. For more hokum, we get a new character, a nerdy picked-on teenager named Artie (Justin Timberlake, infamous for ripping Janet Jackson's outfit on the air for the Half-Time Superbowl Show three years ago, which Jackson called ""a wardrobe malfunction."") whom Shrek wants to crown King. Timberlake does not sing and his nerd image contrasts the Super Bowl image he gained notoriety for. Other returnees from Shrek 2 include Prince Charming (Rupert Everett), reduced from prince to dance hall entertainer, Doris the barmaid (Larry King, better and shorter in his cameo from the previous movie) who has more to do, but not so interesting, and the three blind mice. Regis Philbin has a cameo as Mabel the ugly barmaid, but his voice is muffled and unrecognizable from the Regis we all know and love on television.And if you think that's enough, there are more needless characters on the way. We get Cleese's Monty Python cohort Eric Idle as the bumbling wizard Merlin who unfunnily switches the voices and personalities of Donkey and Puss-In-Boot as a gimmick. Idle probably did this movie as a favor for Cleese, or was it as excuse to hang around with him. Come on, you two guys can go out for Bangers and Mash for lunch. Then for good measure we get Saturday Night Live and Secondy City comics Amy Poehler, Maya Rudolph, and Amy Sedaris as fairy tale heroines who also have nothing else to do but look good and act like Charlie's Angels (starring Cameron Diaz) in the showdown to rescue Shrek and save Far,Far Away from a takeover by the arrogant Prince Charming. The biggest gimmick of the movie are the ogre babies and the half-donkey, half-dragon babies. The latter babies came at the end credits of ""Shrek 2,"" when Donkey's lady-love dragon returned to greet Donkey, and they were lovable there. Even the babies are uncute and annoying here, with belching, crying, and vomiting constantly.No Shrek movie is complete without a closing number. Eddie Murphy gets to perform Sly and the Family Stone's 1970 hit ""Thank You Fa Lettingme Be Mice Elf Again,"" with the credits in the form of baby blocks, and only Donkey and Puss N Boots dance. It's more fun to watch the whole cast and more fairy tale characters sing and dance to ""I'm a Believer"" and Antonio Banderas does a wonderful job singing ""Living La Vida Loca,"" getting all the other characters to dance.So now, do we see what happens when things come in threes? Boredom, that's what. Even worse, there could be a Shrek 4 or 5 for the little kids only, and not for adults as well, like Shrek 1 or 2. Adults need to be entertained with animation as well, but now ""Shrek the Third"" seems like kiddie matinée fodder."
44,Shrek the Third,7,20 May 2007,Shrek the Third is Second,"The second Shrek film to me was one of the most formulated, only made to make money sequels I've ever seen. The original film was terrific, but number two screamed ""lets fill the pockets of Dreamworks SKG."" Number three was obviously made with one purpose in mind; making money, however, the film is a pleasant surprise.The negative reviews of Shrek the Third have been abound, from the papers to IMDb. I personally enjoyed the film and found the animation to be stunning. The layers on the human faces were superb and the animation was throughly fluid. The film has a lot of subtle jokes and innuendo for adults. If you're like me and couldn't stand the second movie, you might throughly enjoy Shrek the Third."
45,Shrek the Third,2,18 May 2007,Not as funny as the 1st and second movie.. it's loosing its touch,"I was somewhat disappointed... I was really looking forward for tummy-aching jokes, funny scenes, just like the 1st and second movie... But somehow, I expected too much.. I ended up thinking that maybe, they ran out of.... everything! I can say that Kids under 12 might laugh out loud but hey, they're kids. If you want to know why I was disappointed, watch it yourself... Don't get me wrong, I'm still a shrek fan but the third movie really isn't funny.. there are some scenes that might make you smile or giggle a bit but all in all, it can't be compared to the previous 2 movies. I hope the upcoming 4th movie will blow me away... more power shrek and may the power of the mud-bathing be with all of you...("",)"
46,Shrek the Third,8,18 May 2007,Amusing enough second sequel to the hugely popular films.,"When Princess Fiona King's Father (Voiced by John Clesse) died, Shrek (voiced by Mike Myers) is supposed to be the next King but he doesn't want the responsibility. So Shrek, Donkey (Voiced by Eddie Murphy) and Puss in Boots (Voiced by Antonio Banderas) goes on a trip to find the next future King, which is the late King's nephew Arthur (Voiced by Justin Timberlake). But Shrek finds out that Fiona (Voiced by Cameron Diaz) is pregnant. Shrek has fears of fatherhood. But the cruel Prince Charming (Voiced by Rupert Everett) is planning to be the next King of Far Far Land with the help of another villains, who have the chance to get back on top. When Fiona, Her mother:Quenn Lillian (Voiced by Julia Andrews), Cinderella (Voiced by Amy Sedaris), Doris (Voiced by Larry King), Sleeping Beauty (Voiced by Cheri Oteri) and Snow White (Voiced by Amy Poehler) are also in danger for their lives.Made by first-time filmmaker:Chris Miller with Co-Director:Raman Hui made an amusing comedy to the second sequel to the hugely popular ""Shrek"" films with superb computer animation design. But the story is surprisingly weak and it is somewhat short on laughs. But it is saved by good characterization by the talented vocal cast. Fiona, Queen Lillian, Cinderella, Doris, Sleeping Beauty and Snow White has some amusing funny bits but it is Donkey and Puss in Boots steals the show. This is certainly going to be one of the biggest hits of 2007. This is the least satisfying of the three movies but it is still fun, nonetheless. (*** ½/*****)."
47,Shrek the Third,10,27 May 2007,I love this movie,"A lot of people (critics) say its not really funny or whatever but in the theater everybody was laughing. Because its really funny. You can take your whole family to go see it,cause its something everybody will enjoy. They actually don't give Julie Andrews hardly any lines but the lines she does do, its great. I ts certainly a must see. Even if you didn't enjoy the first 2, you will definitely love this one. Actually to me it was funnier than both two combined. You can watch all the time for a long time really, that is when it comes out on DVD. The funniest part is when Shrek has this nightmare of all the babies Seriously I give it a 100% A"
48,Shrek the Third,9,20 May 2007,An excellent addition to the Shrek films,"More innuendo, more laughter, more... drama? Sure... drama. Shrek lovers will adore this film. I was skeptical upon seeing the previews ages ago, but once I heard from others its OKness, I gave it a chance. It was much more than I expected. Sure, the third movie in a trilogy is hardly ever the best, but this is still an excellent film. Oh, and by the way, take your kids. But be prepared to get asked a lot of awkward questions afterward. The sexual references run frantic, as in most of the Shrek movies, however this one seems even more geared towards teens and adults. It's worth the money. It's worth the time. You won't stop laughing. You'll love it."
49,Shrek the Third,2,3 July 2007,Poor addition to the series,"I'll be straight and say it now ahead of the rest of my comment, the third installment in the Shrek movies is inferior to both of it's previous titles in the every way. It's quite a disappointment to have this title made the way it was. Everything about it is predictable but that's not the bad thing, both of the earlier Shrek movies were fairly predictable but were successful in executing it in a funny, comedic and sometimes suspenseful manner. Shrek the Third completely fails here. It is predictable without being funny, comedic or engaging. Shrek and Fiona also both suffer from character derailment and act unlike themselves from the previous movies. In Shrek 1, we saw Shrek easily beat up shinning knights in armor, take on crossbow tooting elf goons in the second film, but here in the Third he easily gives up when confronted by a few soldiers. Meanwhile Fiona has become practically useless. Other parts of the story are so contrived. Fiona, her mom the queen and several other fairy tale girls are locked up halfway through but do nothing to escape until the end when the Queen conveniently knocks down the jail walls with her head. Heck why didn't she do it earlier? It's almost as if the writers stuck them in there and couldn't think of a way to get them out and ended up with this instead.And then there's the villain, Prince Charming. I honestly think it would have been better if they created a new villain from scratch because Prince Charming was portrayed as a vain airhead in Shrek 2 and it's so unbelievable when he easily turns a tavern full of depressed fairy tale villains to his side with a few words. Even more insane, at the end, the lost heir Arthur, also with a few naive words, convinces said tavern villains to throw down their weapons and make up.Ultimately, this leads to the rather poor and naive message of the movie regarding what people think of you and how it does not matter what other people think as long as you know yourself. Well guess what? Pretty much all the world's mass murderers, dictators, serial killers etc etc acted like that.All in all, I felt my money was wasted on this movie. The only upside is that I watched it on the same day I caught Transformers: The Movie which allowed me to see just how much of a mish-mash, half-cocked job they pulled on Shrek the Third. Don't watch this movie people, especially Shrek fans. You WILL be disappointed."
50,Shrek the Third,5,21 May 2007,"Was a big Shrek fan, but not anymore.","Dreamworks has had a great series going with Shrek. The animation has been stellar, the stories unique and original, and the humor off-the-wall. The movies have been a delight and a welcome change from the standard sappy Disney fare (not that there's anything wrong with those). In fact, the first Shrek helped usher in the new age of CGI movies, and finally proved that someone other than Disney/Pixar could do it well. Shrek has been a wonderful series and one of my favorites - until now.Unfortunately, this latest entry in the series just does not deliver in the same way that the first two did. While the first two had original ideas and were packed with satire and adult humor, this one is just boring and predictable and barely has a few chuckles. In fact, it seems as though they simply wanted an excuse to bring all the characters back together. Who can blame them? They're making heaps of money. But the characters have lost their charm. Donkey and Puss n' Boots have gotten boring, and don't even have many good one-liners. They've added some other side characters - princesses from other Disney movies - but they're lame. Even Shrek isn't very funny anymore.On the positive side, the animation is excellent again. But I'm finding that even that isn't as impressive as it used to be. Honestly, I think Meet the Robinsons blew this movie away. The animation was a little better, the story was more interesting, the characters better, the moral issues less cliché, and it was even funnier. The story in Shrek 3 revolves around 2 new unoriginal plot points. For one, Fiona wants to have babies and Shrek is freaking out. The other is the king is dying and they need to find an heir to the throne. They tell Shrek that there is a distant heir, Arthur, that he can go and find. This leads to an interesting twist on the old Arthurian legend. Lancelot and Arthur are still in high school, which provides for some humorous jokes about high school during the middle ages. They even run into Merlin, voiced by Monty Python alum Eric Idle, who is a retired crackpot magician at this point. But these few interesting moments can't save the overall dreariness of the story.This movie does have its funny moments, but the problem is like most movies these days, they were all in the trailer. And maybe I see more trailers than the average person, but to me the jokes have gotten pretty old by the time I finally see them again in the actual movie. I loved the first two Shreks because of their awesome skewering of fairy tales, Disney stuff, and modern things. They would lampoon things like Burger King, Starbucks, Disneyland, etc. But that's pretty much all gone in this movie. There's a couple brief Bambi-bashing moments, and Snow White using her animal-calling songs as a weapon, but that's about it. Even the cool surprises like the fire-breathing dragon or Fiona turning into an ogre have disappeared. What we're left with is a standard mediocre formulaic kids movie that will bore adults. Of course, it will still gross hundreds of millions of dollars because kids have no standards, but I'm disappointed because I expected so much more."
51,Shrek the Third,7,18 May 2007,Third Time's the Charming,"Shrek (Mike Myers) and Fiona (Cameron Diaz) have truly settled into married life, although for Shrek, the solitude of wedded bliss is somewhat hampered by the duties of a royal, having Donkey (Eddie Murphy) and Puss (Antonio Banderas) as captains, and worst of all, the truly scary prospect of being trapped in all of the above by the passing of King Harold (John Cleese). The ailing royal frog does leave his son-in-law with a timely loophole--the existence of a truly distant relative. While Fiona, Queen Mom Lillian (Julie Andrews), and the rest of the female court attempt to ward off the ambitious yet juvenile Prince Charming (Rupert Everett), who has recruited the greatest fairy-tale villainy to his cause, the guys' latest ""whirlwind adventure"" brings them into contact with the proposed heir apparent-- classic high school loser Artie (Justin Timberlake).If you fell in love with the mock product-placement rampant in the second film, or suffer from a short attention span, it's probably best you wait on this one. The essence of the Shrek universe is there for the fans to enjoy, however, with the true star of the film being how the characters have advanced--both technically and dramatically. A higher level of detail is noticeable, from the fluctuating real estate of Far Far Away to the hair of the chinny-chin-chins on the Three Pigs (look well, it's actually there!). The in-jokes are rather clever, but the filmmakers have taken a bold step by showing enough faith in the characters to actually explore them, as they did in the first movie. Although this is technically the longest of the three films, it seems somewhat short--since everyone has to travel a long way in a short time, and admittedly, the subplot of Charming devising a takeover by an alliance of fairy-tale villains harks back to earlier Shrek wannabe ""Happily N'ever After""--if something appears in your film that reminds us of another film, that other film should at least be...well, good. However, there are more good points: Timberlake doesn't ruin things--the character actually suits him, and rejoice concerned fans: he doesn't sing! Eric Idle provides his typical offbeat diversion as a Merlin whose robe is embarrassingly too short. All in all, things are kept enticingly light, eschewing wild stunts and nutty gags for the sake of a story. A move that deserves kudos on it's own. Bottom line, Shrek's about comedy more than anything else. Did I laugh? Yup, and quite a bit, so that made it worthwhile. If there's a single audience for the film, it's probably new parents--if you love these characters, check out their kids!!"
52,Shrek the Third,6,11 May 2007,All the same and still funny!,"I've just came back from the press screening, so I'll try to take the hard work to be one of the first to comment on this title.So, 2007 can definitely be named as the year of third installments. We've just seen Spidey... New ""Pirates"", more Ocean's friends and even new adventures of Bourne are on the way. One should consider, what can be easier for everyone there in business - producers, filmmakers, cast, even for audience: it worked once, it should work again (if we don't make it worse). A lot of money involved, so we can't risk anything. We gonna change the plot slightly, we will use the approved storyline, use the same actors and add some new jokes, that should work the same way they did before. Sometimes it's true, sometimes it doesn't happen.It's all because of the main thing. A really interesting comedy should be fresh and and have something completely new about it. (You know, the guys who make long-run Simpsons or South Park know a lot about such things)In other case it's gonna be the some sort of a clone and many, many laughs will be caused by recalling the first two. Third Shrek tries really hard to be funny. And we laughed like crazy a lot of times during the film (big thanks to Banderas and Murphy - they kick ass here again!). But a huge part of humor feels like being stuck in given ""Shrek world"", unfortunately because this world can be bigger, and it's really underused.Characters could virtually be put into any fairy tale atmosphere, and we could meet some fresh new heroes, but all we get as a plot line is something like tooo abstract war between everyone who's good and everyone who's evil. And the main thing i'm missing for - is any plot twist, anything that surprises us, viewers. Maybe it's all because of my high expectations, but if you wait for a completely new Shrek - it's not your movie. But if you decide whether rent and watch again first two Shreks or go to the theater and watch the new one - go ahead and give it a chance, it's still funny, even though we laughed at all this jokes many, many times before..."
53,Shrek the Third,6,19 May 2007,Well I had fun,"If you judge ""Shrek 3"" on its own, it isn't as terrible as some seem to think it. Sure, the film is pointless and mediocre, dismembers some of the qualities that made use fall in love with the characters in the first place, uses babies as an excuse for another film and merchandising...yikes that doesn't sound so good. But the truth is, I was entertained by this film that seemed like a really good straight to video sequel. It's humor sure was clever enough to exceed ""Shark Tale"". Perhaps that isn't a huge compliment, but the animation is up to its usual quality and, to my delightful surprise, the new additions to the Shrek cast didn't overtake the story of have any moments of grating 'cuteness'. The film still has those laugh out loud moments.But still, this film doesn't touch ""Shrek"" and even dwells in the shadow of the less stunning ""Shrek 2"".I think this film is a clear sign that the series should come to an end. The writers have run out of ideas, and another attempt would surly be another weak attempt that would have to be condemned. The whole film is treated as seriously as Fiona's amphibious dad's death. When I left the theater, I didn't come out thinking I'd just seen one of the most anticipated films of the year, and if it wasn't for the hordes of children around me, I surely wouldn't have given it a second thought. Still, the film is worth seeing...once."
54,Shrek the Third,1,18 May 2007,Blatantly misogynistic.,"Why, exactly, does this film focus on Shrek's decision about whether he wants to be king? Shrek is not the heir to the throne. Fiona is. You remember Princess Fiona, right? She was in the previous two films, in which she kicked butt and took names. In this one, she barely has the nerve to tell her husband that she's pregnant; maybe it's too much for me to hope that she would take charge of her own kingdom.I couldn't enjoy this film because I kept wondering when Fiona, previously an empowering role model for girls, would make her position plain about whether she wanted to be queen. The pseudo-""grrl power"" scenes in which fairy tale princesses gear up to fight villains did not make up for this glaring plot hole, though the writers seemed to think that they did."
55,Shrek the Third,2,5 June 2007,Pointless,"One of the worst films I've ever seen, Shrek the Third is a tragic example of greed and a blight upon the series. Despite its labeling as a comedy, Shrek the Third almost completely fails to be funny in any respect. Genuine laughs are so far between they seem to be the product of blind luck rather than any talent in writing.Just about every scene and every plot point is tired and completely predictable. This film spouts off cliché characters and scenes in a never ending flow, and almost nothing contains any originality. The script feels like it was written by copying large portions of other movies and adding a few sad gags and pathetic attempts at slapstick humor.Visually, the film is mostly the best looking of the three, with some very detailed scenes and characters and the occasional (seemingly random) photo-realistic object. However, apparently the animators forgot how to do fire, and in this entirely computer generated film, the computer generated fire looks pathetically post-production, completely out of place.Overall, this film is painful to watch, with horrendous clichés and predictable gags that grate on the viewer. You're better off watching either of the first two films again. Only the credits of Shrek the Third are worth watching, creative and fun and vastly outshining the film itself."
56,Shrek the Third,4,18 May 2007,All the fun is gone,"Well, you probably would watch it anyway because it is difficult to part with lovely heroes, but the third movie is really the worst. All the good parts are gone. No action (remember fight with knights, or dragon chase in the first one? Castle assault in the second? Absolutely nothing in the third. No music (well - there is a music, but nothing like well-chosen and favorite tunes of the first one). Not so much fun/jokes. Very very mediocre.I mean - this is what made the first two very successful - action, music, fun. Not ordinary tale as well. And I can't say the story is very great in this case as well. Don't know where the producers were looking at - I mean they couldn't be happy with this. It is clearly 'redo' diagnosis right off."
57,Shrek the Third,,16 May 2007,The best possible animation production,"A neutered donkey is just a braying ass as far as I'm concerned, and in Shrek the Third Eddie Murphy's once fast talking, acidic, contrary sidekick Donkey becomes just another concerned friend of Shrek. Therein lies my primary criticism of an otherwise crowd-pleasing tale of the Ogre (Mike Myers) and his wife, Fiona (Cameron Diaz), tiring of taking care of the Far, Far Away kingdom while the frog king (John Cleese), Fiona's father, is ailing. Upon his death they search for the next-in-line heir to take the burden off the Shreks (""I am an ogre. I'm not cut out for this,"" Shrek tells his wife).This amusing fairy tale with major characters from great tales such as Cinderella, Sleeping Beauty, Rapunzel, Snow White, and Captain Hook, among others, has a smart theme about being yourself despite negative attitude from others. It is carried through most of the film, starting with people's initial revulsion at seeing Shrek and not seeing his humanity to Arthur becoming king despite the ""loser' appellation given by his high school peers. The parody of a Beverly Hills high school in which girls use ""like"" in every sentence with high pitched, ""Oh-my-God"" voices is funny material. The opening vaudeville show, medieval style, is ingenious as is the raucous sequence in which the Shrek and Fiona struggle with their royal costumes. Of course, DreamWorks has incorporated the best possible animation production, right down to silky hair bouncing perfectly.Despite the sweeter characters in Shrek the Third and the streamlined, focused plot, I miss the torrent of pop-cult references in the first and second editions. I'm still threatening to go back to savor all the references, the ones I heard and the many I missed.But I have too many new films to see, the older ones drifting far, far away."
58,Shrek the Third,7,18 May 2007,It's no Skrek 1 or 2,"I liked the Skrek's however this one is not to par with the other two. It's not as witty, funny, interesting or clever as it's two previous efforts and I was a bit bummed about it. What made it enjoyable enough was the fact I do enjoy the characters and the spirit of the films however I want something to be 'at least' as good and painfully it was not. Just seemed to be missing that certain something as well as a better script. The concept was fine however that was the strongest point. I will say the CGI work and the expressions of the characters were really outstanding. A lil scarily realistic in certain shots. They did improve on that aspect of it yet that's not where the focus should have been. It's a entertaining ride yet not nearly in the league as the first two. So if you go in with lowered expectations, then hopefully you'll come out with no less than feeling your time was well enough spent."
59,Shrek the Third,8,17 May 2007,Third time's definitely a charm!,"For me, the first 'Shrek' stands as one of the best animated films ever made. Yeah it was satirical but you connected with the characters. The disappointing 'Shrek 2', on the other hand, felt emotionally detached albeit kinda funny. But I honestly think that Dreamworks is back on the ball with 'Shrek the Third'.Saw it today first showing at the local multiplex (I live in PR, and films debut a day before US, yey!) and I was pleasantly surprised. My expectations were a little low because of S2 but I have to say I laughed...a lot! Eddie Murphy kinda got annoying after a while but Banderas' still got it as Puss-in-Boots.Mike Myers did okay, nothing amazing. So did Justin TImberlake as King Arthur (aka Artie). Personally it was Eric Idle who stole the show as the mentally imbalanced Merlin. Also John Cleese has a sidesplitting cameo as the Frog Prince.I smiled through the entire movie (the Disney parodies) as I did through the other two, but this one had some laugh-out-loud moments the second lacked. And the personal dilemmas of Shrek and Artie were well done.All in all, I was pleasantly surprised with 'Shrek the 3rd'. I say it's a couple notches below the original but a lot better than the second one.8/10"
60,Shrek the Third,9,19 May 2007,"Stay ""Far Far Away"" from this pile of...","Wow, what a disappointment this movie was. If you liked the first two, you might want to consider skipping this one. THIS is not a true ""Shrek"" film. The storyline is completely worthless. The dialog is dry and boring. The characters were boring and didn't interact well like they did in the previous two films. One thing I liked about the other TRUE Shrek films is in the background there's always something happening. This sad attempt?? Nothing, na-da. This one needs to be taken back to the drawing board. It's like some studio exec said, ""Come up with something in 5 minutes...we'll make a 1 1/2 movie about it and push it out to the public..they'll like it...it has he SHREK name on it."" This was truly a load of crap and they should be ashamed for ruining an otherwise great franchise."
61,Shrek the Third,4,23 May 2007,Don't expect the same level of adult humor as the previous two.,"Third time is not the charm, unfortunately, for the Shrek series. First, Spiderman and now this. Don't get me wrong, the previous movie Shrek 2 is my all-time favorite animated movie because its humor appeals not only to the kids but also to adults, which is quite rare. The witty dialogues, funny new characters, and loads of satirical pop culture references really made that one.I don't know what happened to Shrek the Third. Maybe the writers have now run out joke materials. The laughs are now few and far between, I'm really surprised. The new characters are simply not funny, with the exception of Merlin the Wizard (Eric Idle of Monty Python fame). Even the regular funny guys like Shrek, Donkey and Puss in Boots has now lost some of their charm. I miss their numerous side splitting one-liners and antics.A popcorn movie to bring the kids. Just don't expect the same level of adult humor as the previous two."
62,Shrek the Third,8,23 October 2014,Pretty Good Third Film,The story of Shrek the Third (2007) is not quite as good as the first or second films but the comical lines and visual comedy is still right up there with the first two movies.Some of the new characters are not quite as enduring and memorable in Shrek 3 but they are quite likable and entertaining.The animation in this 3rd installment of the film series is still awesome.All I can really say is I enjoyed this 3rd film. And I do recommend it if you enjoyed Shrek and Shrek 2.8.5/10
