,title,stars,date,r_title,text
42,The Killing of a Sacred Deer,4,11 November 2017,Yorgos Lanthimos strikes a strange note again,"I think its safe to say that The Killing of a Sacred Deer is the weirdest film I have watched this year. Is it good or bad weird, in my opinion it's bad. The main issue for me is some of the implausible conversations between the characters, talking about watches, the menstrual cycle of daughter and comparing armpit hair. Another annoyance is how the main characters behave when major incidents happen. For instance, the daughter is shouting in distress downstairs, but the mother continues to make the bed upstairs, I found that implausible. This odd behaviour by the husband (Colin Farrell) and wife (Nicole Kidman) repeats throughout the film. You find yourself constantly asking why would they say or do that? I won't even mention the strange sex scenes, although they are tame compared to Lanthimos's second feature Dogtooth. I have watched some strange and wonderful films in my time (Bad Boy Bubby is my favourite), unfortunately this is not one of them."
43,The Killing of a Sacred Deer,6,26 December 2017,A very strange movie,"This movie is really weird. If you've seen the trailer you know already most of the themes that are explored in this movie (with the sole exception of the ending). Which is pretty disappointing. That's not how you're supposed to make a trailer.When I said that the movie is weird I meant it. The ambiance is very strange and can only be described as ""autistic"" (and no, this is not a joke). At the beginning of the movie all of the characters act as if they're on the autism spectrum. All the protagonists talk as if they're robots, completely devoid of anything that could be described as an emotion. As the movie progresses and as things start to escalate the protagonists finally start to act like normal human beings. It's highly likely that this was done intentionally but I found it to be a little ""gimmicky"".The one thing that the movie has going for it are the totally ridiculous dialogues. I know, this is supposed to be a horror movie but some of the dialogues in the movie were so bizarre that they're more akin to comedy. 
Many of the funniest dialogues were even exaggerated due to the contrasting presentation of the actors. Here are some of my personal favorites:
""I won't let you go until you taste my tart""... (obvious double-entendre)
""My girl started menstruating last week""... (WTF?!)
""Can you take off your shirt and show me?""... (said the kid to the doctor)
""I will make you eat your hair!""... (spoke the father to his son)
And that's not even all of it. There is this weird scene where the protagonist tells his son a ""secret"". Believe me when I tell you this; it's quite messed up (the story that he tells him).There was a lot of suspense but I can't help but feel confused. I don't quite get the movie to be perfectly honest. I think it was too artsy fartsy but maybe I'm just missing something. Who knows?Final verdict: I personally couldn't wholeheartedly recommend the movie but I do respect the execution of the director. If you're into weird movies you can give it a watch but otherwise I'd advise against it."
44,The Killing of a Sacred Deer,5,17 December 2017,disturbing,"I hated this movie so much , one of the most irritated and awkward movies i'v ever seen .. non sense story and a not necessary ending .. though the trailer looks sick and disturbing yet i was anxious to watch it but i regret it now .. 
the teenage boy martin nailed the character .. its meant to be a sick minded kid who's terribly annoying and he played the role well , he just annoyed me .. 
i don't get that overweight anesthesiologist and his sick desires of pleasure seeking and the wife who gone along with it .. those kind of parts are uncalled for ..
i don't get the movie , does it talk about super powers of letting people die , or a stupid family who had no problem of killing their own little son to satisfy some maniac teenager .. 
if the movie wanted to give indignation , it sure did , succeeded in this matter."
45,The Killing of a Sacred Deer,1,14 December 2017,WTF?,"If you somehow liked The Lobster, you will probably like this garbage. If on the other hand you thought The Lobsta was utter blank blank blank, you will think the same of this. The Lobsta should have been called, The Stinky Jellyfish, and this should have been called The Killing of the Sacred Hollywood Idiot. This movie was so bad only potheads would like it, and that's only if they were even more stoned than they were when they watched The Lobster. Colin, what were you thinking doing this movie but I said that when he was in The Lobster as well so it went on deaf ears. He essentially was the same deadpan character in both movies. This must have been expensive for Hollywood to have to give everyone who entered the theaters a gram of weed so they could get through this movie. It must have been produced in Colorado. Holy moly, this movie was just plain bad. Bad acting, terrible plot, stupid ending. All the ingredients to make you good and sick."
46,The Killing of a Sacred Deer,5,11 November 2017,"What a disappointment,","I saw this film yesterday, within the panorama for European film festival in Cairo, Egypt And i was greatly disappointed...for a film to win in a renowned festival like Cannes ,it has to have brilliant elements,which this film sadly came short of Slow motion, boring ...un necessary nude scenes..that could have been avoided easily without harming the course of actions nor the script..dull film...silly scenes..allow conversations..i fell asleep literary towards mid film... Apart from acting of main characters Nicole Kidman and ..collin Farrel the rest of actors ..had average level of acting nothing amazing . The lobster ..was by far better ,,original and more creative in all aspects than this film ( same director) This film is a revival of the Greek mythology of killing a precious person in your life in order to save yourself and others.but i believe it could have been executed way better than that I don't recommend this film."
47,The Killing of a Sacred Deer,8,21 November 2017,disturbing parable,"The movies of Yorgos Lanthimos are hard to compare or include in a category. Maybe they should be declared a genre of their own. Dogtooth or The Lobster provided dystopian perspectives of family and love. With 'The Killing of a Sacred Deer' it looks that he made steps ahead. Both in assimilating and processing myths and social relations, but also in creating a disturbing atmosphere. This is a disturbing film from many points of view. Because or despite of it it forwards a strong message that makes the film impossible to forget.The story starts as a medical drama. The successful surgeon dr. Murphy (Colin Farrell) has it all - a beautiful wife (Nicole Kidman), two manageable kids, and some kind of a tutoring relation with another teenager of lower social condition which he may lead to becoming a surgeon as well. Yet, the apparent solid fabric of his life is slowly deteriorating as the kid friend starts showing signs of becoming somebody different, who shares dark secrets and has reasons to punish or even destroy his life. The film slowly slides into horror, fantastic, myth. It ends in a very different place from the one it started. It's shocking and frightening.The art of Yorgos Lanthimos combines the fluent story telling with the mastering of the different genres, but his roots are deeper, as the hints to Greek mythology that is included in the title. He also makes no effort to avoid controversy of break taboos. It's not easy viewing, but it's impossible to get out of the mind if you immersed in his world. Strongly recommended."
48,The Killing of a Sacred Deer,4,17 November 2017,"Nice Attempt, But Ultimately Fails","Yorgos Lanthimos goes for a distinct style that ultimately fails. One might perceive it as dark comedy, though the humor in it is more that what is being said is being said at all. We're not laughing with the movie; we're laughing at it. Characters will have asides either with their dialogue or with their actions where they do or say something so outrageous that you can't help but to laugh. Colin Farrell's talk to his son about an incident involving his father certainly comes to mind. These moments serve no purpose; they do not further the story. They don't really add to our understanding of the characters. All it is is fluff. It's extra baggage that, for whatever reason, Lanthimos thought would be necessary or funny, and it's not at all. The film is littered with these asides, and all it did was dilute a rather interesting story. Buried under all of this extra sh*t is a story that could have made for a fascinating and riveting thriller. But instead, all we have is an interesting concept wasted by a writer who doesn't know how to stick to the basics of screen writing. It's amazing that I'm saying this about an Oscar-nominated screenwriter, but I don't know how else to put it. Every line of dialogue, every single character, and every scene of a movie should be solely in service to pushing the story forward, and this movie is filled with dialogue, characters, and scenes that only stagnate and offer nothing to the overall narrative..."
49,The Killing of a Sacred Deer,1,29 December 2017,Terrible,"This is one of the worst movies I've ever seen. Completely stupid and bizarre. Do not waste your time. I usually can see the good in any movie, but not this one."
50,The Killing of a Sacred Deer,5,10 November 2017,Too weird. And loud.,"This got a rave review in my daily paper. It's not getting one from me. Weirdness hits a new high.Surgeon Steven Murphy (Colin Farrell) recently lost a patient on the operating table. He's taken young Martin (Barry Keoghan), the patient's seriously weird son, under his wing. Martin is dating Steven's cute daughter Kim (Raphey Cassidy). Her young brother suddenly loses the use of his legs. Then Kim does too. Steven and his wife (Nicole Kidman) are at their wits end. WTF is going on?You may well ask. To underscore the strangeness of the story, the movie is mostly scored to a cacophonous barrage of pure noise, painful to the ears. Colin Farrell, bearded and beefed up from the super-hunk we are accustomed to, plays with deadly seriousness this man whose world is coming apart  reminiscent of Regan's mother in THE EXORCIST. Kidman, whose role is more akin to Mia Farrow's in ROSEMARY'S BABY, often looks as if she is as flummoxed by this script as we are. The theme is Revenge (that dish best eaten cold).Greek writer/director Yorgos Lanthimos gave us THE LOBSTER two years ago. Here, as there, there's a glossy sheen over the production which  with the weirdness  reminded me of an Almodovar movie. Perhaps it was just the soundtrack, but I left the cinema feeling slightly sick."
51,The Killing of a Sacred Deer,1,28 October 2017,Boring and complete garbage,This was without a doubt one of the worst films I've ever seen. Hollywood has nothing to offer. I'm not going to bore you with a long review because there's nothing to review. This movie was vomit. One should burn their money before going to see this pile of crap! Nicole Kidman needs a facelift for her facelift.
52,The Killing of a Sacred Deer,1,1 January 2018,Utter tripe,I have never written a review before but this film was beyond anything I've seen before. I wish I had read the reviews before embarking on this absolute shit storm of over 2 hours of my life wasted. Accomplished actors being made to look foolish. I know we're hardly in it but I honk I can honestly say this is the worst film I'll see in 2018!! Utter garbage.
53,The Killing of a Sacred Deer,1,22 December 2017,What is the 4 star review on this junk?,"Im convinced these review sites are rigged. When you first google this movie all 4 + stars on reviews but if you have actually seen this movie or looking for an honest review this movie should be rated zero and never to be shown in theaters. This movie is hideous. It is disturbingly depressing, cold, morbid beyond belief, weird - IONLY watched this because it was advertised as a thriller but it is not a thriller at all. It is just one of those weird dark, twisted, perverted dramas. Some on here are listing as dark comedy>? This is the farthest thing from a comedy - just because a few warped souls laugh at menustration or jerking off your husbands work partner as laughable..that just makes this movie more for the trash it came from. So sick of these perverted hollywood freaks thinking ""art"" is us having to watch them get off on writing sexual distrubing scenes of discusting men always making everything about sex. Now we have to believe menustration and hairy arm pits are one else of their perversions. Kissing feat,,,jerking off in a car? yeah, ..real entertainment.If hollywood keeps this up Ill have no issues never buying movies again. This isnt worth it. Where have all the great movie writers gone and actors who dont sell out to dark perverts just to make a movie."
54,The Killing of a Sacred Deer,1,15 December 2017,WORSTTT MOVIEEE EVERRR,"WHAT A WASTE OF TIME !!!!!!!!!!!!!!!!!!!!!
WORST MOVIE EVER:!!!!
PLEASE DO NOT WASTE YOUR VALUABLE TIME BY WATCHING SUCH A BORING MOVIE...."
55,The Killing of a Sacred Deer,1,12 December 2017,No. Just No.,"What is this? If there's anything to gain from this so-called ""film"" it is the utter feeling of deadness many in society feel because of an absolute avoidance of God--and we really don't need a movie to help us with that. The only thing Irish about this film is some of the accents. I'm disgusted with this schlock. Now I'll see if I can erase the memory of watching Colin Farrell masturbate. Ugh!"
56,The Killing of a Sacred Deer,1,24 December 2017,Enough with the rubbish.-,"Over the last few years Lanthimos is considered to be as an upcoming director and there is something really stinky about this story. Every film he makes is more disgusting and meaningless than his previous one. There's obviously something wrong in this guy's head. However, this is not the worst thing about him. The real problem is that all this trash that his sick mind is producing is being advertised as another masterpiece and displayed in front of our eyes. Someone should inform him about the fact that the unlimited and unnecessary perversion is not considered as a work of art. Also he should know that one can simply not adapt an ancient myth into a modern real story and combine both fiction and non-fiction in the same film. Of course inside a sick head anything can happen. After all who am I to criticize Lanthimos' work? My average mind is too humble to understand the quality of his creations...
In any case I hope that the underage actors of this film will not have any mental disorders in the future. As about me in order to protect myself from any possible trouble of such nature I will never again put myself into the useless procedure of watching his films. I have done that mistake three times already and this is more than enough for a life time. No more perverted families and masturbation in cars for me. To the intellectuals who enjoy watching supposedly high art of this kind I wish them good luck."
57,The Killing of a Sacred Deer,1,23 December 2017,Comedy movie,One of the worst movies I've ever watched. The only way to consider this film logical is to classify it as comedy.
58,The Killing of a Sacred Deer,1,20 December 2017,2h and 1min stolen from my life,I would call this the worst movie i have ever seen but that would be wrong because this cannot be called a movie. It's a complete and absolute garbage and a waste of time.
59,The Killing of a Sacred Deer,1,17 December 2017,Don't bother - ancient tragedies don't adapt well into modern movies,Don't waste your time. This is a terrible movie. Greek tragedies don't update well to modern day. Most of them have illogical and stupid and irritating stories that only fit into the context of mythology and ancient times.Colin Farrell plays a doctor who negligently killed a man. Later the son of the dead man puts a curse on the family of the doctor. The kids get paralyzed and stop eating. The only way to stop it for the doctor to sacrifice one of his family members. Nicole Kidman plays the wife. The monotone in which the cast speaks in is silly. The sexual scenes are out of place. The tragedy about this movie is the fact they made it.
60,The Killing of a Sacred Deer,2,16 December 2017,"But for the stars, who would watch this?","I know this is based on a play, I'm not sure how much they have stuck to the original script, but the whole film to me felt so unreal 
and so unbelievable. I mean, it seemed odd the attention Colin Farrels (a professional person) character was giving the boy, even if he felt 
guilty for his past mistake. Then, when the boy threatens him, and his children are dying, why would he not kill him as opposed to killing 
his own son, even if he thought they would die. Why would he not call the police, why would he even entertain the boy as much as he did, 
I thought his character was so unbelievable, although his acting as always was good, although bizarre. What was it that the boy did to the
children, the only thing I could think was he had somehow brainwashed them or hypnotised them as there was no explanation. How could
you sit at a acfe where the boy who is responsible for your sons death is as well? Not real at all. If but for the main stars who were in this, 
I don't believe it would get the attention it has so far. But for Colin and Nicole, I would have definitely not watched this to the end. 
I think as a film maker, you have to make films that are appealing to an audience, not films that are just self gratifying, unless you are
using your own money to make them. If you are using other peoples money to make your film, then please make something that has a
large audience as there's plenty of good scripts out there that could be made as opposed to stories like this that have multiple plot holes
or unrealistic situations and unlikable characters. Acting was good, cinematography was nice, just the story was awful, my friends kept 
looking at me as if to say WTF is this! You're 2 hours better off spent watching something else!"
61,The Killing of a Sacred Deer,9,21 November 2017,You need to see this one,"The Killing of a Sacred Deer is a new psychological movie by Yorgos Lanthimos the man who created Lobster and Dogtooth which were also pretty amazing but this one takes step farther and if you appreciate a good storytelling you will be amazed how good this movie is. Movie follows a surgeon Steven as he befriends Martin, a kid whose father died on his table, and how his life will turn into a living hell. Looking from dramatic perspective of movie it was pretty good seeing movie put all characters together and how they start to connect creating a prefect environment for something chaotic. As movie progressed it just kept on building momentum for that moment that will everything start to blow apart inside pretty good lives of our characters. About half of the movie things start to get down and it just keeps to pull you inside and make you lose your mind over things that are happening just leaving you speechless and in search for answers. You slowly as time passes start to get terrified and sincerely mind blown how things are going and you are coming to the third part of the movie that will completely make you scream and make you not believe what is happening and all that filled with terror and horror. Final scene comes and you just can't believe what you watched and how it all played out. You need to give Yorgos a praise for screenplay and writing that he is done because it is something special that manages to create and it will make you wonder what is there else to put to blow our minds. Colin Farrell (Steven) was absolutely amazing, once again he showed how good dramatic actor he is and that he is capable of some serious tasks. Nicole Kidman (Steven's wife, Anna) was also pretty great in her passion and loving that her character puts throughout movie. Barry Keoghan (Martin) was incredible, in all his coolness and emotional manipulation that he provides in whole movie. There are no words that can describe how unique this movie is and how it will play with your mind if you fully focus your attention to details. You will want to see this movie without any doubt. 3.5/4"
62,The Killing of a Sacred Deer,9,7 November 2017,"A thing of great beauty, if you have the patience.","Wow.Just wow.Sorry for the repetition.It's not easy to reinvent cinema; but Yorgos Lanthimos is doing just that.He's pulling in Hollywood A listers to put in career defining performances in his movies and hey, with a Greek shrug of his shoulders, he's pulling it off.Agamemnon would cheer; I think.This is a great piece of work. It's art house and it's extremely challenging, but nobody left the screening I was at, despite several flinching moments.I can't review this on a plot basis because it would spoil it entirely.But I will say it's a masterpiece in direction, superb acted by all three main protagonists and darkly hilarious, although not many in the auditorium laughed.And beautiful.Just beautiful."
63,The Killing of a Sacred Deer,1,19 December 2017,"All copies of this film should be burned in the streets, uniting the world for a noble cause","I'm disgusted that I wasted my night watching this horrible, gangrenous, festering piece of rot. I'm going to flog myself 100 times tonight to punish myself for ever thinking this might even possibly be worth watching. If every copy of this crap were burned in the streets and every trace of it wiped from all forms of digital media and the internet, the world would immediately become a better place. If you gave me the choice to break my own arm in a bench vise or watch this film again, I'd go ahead and break both arms right in half, just to make sure my point was clear. The Lobster was interesting and good, but this ""film"" makes me feel like I'm stuck in a nightmare while locked in a dark closet, being force-fed all manners of the dirtiest Russian street drugs available via a funnel stuck in my rear end. If you think it's worth a watch, just know that you'd be better off spending your evening trying to drive nails with your forehead."
64,The Killing of a Sacred Deer,10,29 November 2017,Absolutely f-cking brilliant psychological horror film!,"I had a high hope watching a psychological horror film 'The Killing of a Sacred Deer' and all I have to say that I was absolutely shocked after watching it. My God! As a big fan of psychological thriller/horror films, this one's completely creepy, disturbing and shocking movie as the story, but I actually loved it. It's f-cking incredible! I also consider it a black comedy because it has many hilariously strange dialogues; ""My mom's attracted to you. She's got a great body."", ""I've just got my first period."", ""Can I have your MP3 when you are dead?"", etc. Excellent atmosphere and cinematography! Smartly directed and written! All great performances! My second favorite film of the year so far after 'mother!'. This was absolutely f-cking brilliant psychological horror film. I'd give it a 10 out of 10."
65,The Killing of a Sacred Deer,8,6 November 2017,Unsettling,"The Horror genre keeps on taking leaps forward in terms of creativity. The Killing of a Sacred Deer, along with It Comes at Night, are two impeccably original horror films that don't play out at all the way you expect, and that's largely the reason why I love them both so much. I haven't seen Yorgos Lanthimos' other work, but what I have seen, is a good number of David Lynch's work. And The Killing of a Sacred Deer sure feels a whole lot like one of his films. Aesthetically, tonally, and Lanthimos' direction all feel straight out of something David Lynch would make. Interestingly enough, as memorable as this film is with its terrifying plot, everything is often very quiet and soft spoken. It's almost like the characters aren't surprised at the events that unfold and that makes it all the more unsettling when horrifying things start to unravel.Contributing to that horror, is the films main antagonist, Martin, played by Barry Keoghan. He was good in Dunkirk over the summer, but his performance as Martin is just about as close to perfection as you can ask for due to how that character is written. I don't want to say too much about what he does, but it's some of the most unsettling things I have ever seen in a movie, period. It's these psychological thriller/horror films that scare me the most. Much of this film is left in ambiguity and up for interpretation, which is part of the reason why I'm not revealing much of the plot at all as I just don't have the answers. But when a film captures the perfect tone and mood, especially in horror, the events tend to speak for themselves and you don't need things to be explained to get what the director wanted you to feel.Overall, The Killing of a Sacred Deer is an extremely difficult film to watch, but not because of gore or violence, more because of the dire events that drive the plot forward. I don't think I'll ever watch the film a second time, but it sure was worth more than a glance.8.5/10"
66,The Killing of a Sacred Deer,3,1 January 2018,"I'd have to agree with the negatives, sorry!","Well. I do normally like dark movies, psychological thrillers etc. And I did really want to like this one after everything I heard about it. I expected it to be emotional, sad, evil so many other things. I expected to feel bad, disturbed, hopelessness and so on... I expected to see a tough piece of movie. But I didnt! It never happened. While the cinematography, the screenplay, the acting and so on is very good; The movie as a such isnt. I have honestly gained more from other movie trailers than from this full movie. This is, at least according to me, almost flirting with surrealistic movie genres as it doesnt explain or solve everything. You will end up with more questions after seeing this than you probably had before/in the beginning of the movie. At least I did. And yes, I did end the movie by saying ""what the f****?!"". Sorry, not my cup of tea."
67,The Killing of a Sacred Deer,1,29 December 2017,Total waste of time,"I really don't know where to begin with this, it's such a BAD movie.
The acting is, well, wierd from the off, like they are reading from a book, literally.
I thought that with the stars in this movie and the ratings it received it would be a sure fire hit in our household. How wrong i was, i really don't know what the other reviewers of this were thinking, to give this a 7 or 8 you must of seen another movie by mistake.
After and hour i thought we should be watching something else but, the wife said ""no"" lets stick with it, it may be good. At the end i asked her what she thought, ""absolute rubbish"".
This isnt a classic in any way, shape, or form, please please please stay away, it is definately 2 hours you won't get back."
68,The Killing of a Sacred Deer,9,28 December 2017,The Beauty of an Incredibly Strange Film.,"Yorgos Lanthimos is best of his strange kind of films. If you are a fan of such films, you gonna love this one. The strange music will tingle your mind for a long time.Steven is a cardiac surgeon, living with his lovely wife and two kids. A patient dies on his operation table. The doctor makes a bond with the patients son. At the beginning, the doctor gives him expensive gifts and treat him like his son. Even invites him to the family. But, his entry into their life turns things upside down.A really beautiful film. You may tremble every 20-30 minutes. Watch it carefully, and with the whole heart for the best viewing experience. This is one of the films that will remain with you for a long time after watching.Amazing performance of the cast. Expressionless expressions give the film a very uncomfortable feeling, that suits the best for the movie. Nicole Kidman,Colin Farrell, Barry Keoghan, the boy and the girl, and everyone else in the film did amazing job. Kudos to the entire crew.True film lovers, never ever miss this film.
One of the best in 2017.
#KiduMovie"
69,The Killing of a Sacred Deer,5,25 December 2017,An Abstract Cul-de-sac,"As much as I am a devout dervish of films that refrain from spoon-feeding the viewer simpleton gruel - indeed, of nebulous narratives which obfuscate their motives until the denouement - everything has a critical mass... And this breaking-point was reached in 'The killing of a Sacred Deer', at about the two-third mark of its 2-hour-plus running time -- where the sinking feeling that the film was going nowhere, envelopes and summarily drowns the viewer.The acting in this film, is another aggravation -- compounding in frustration the further it traipses towards its unfulfilling, somewhat predictable finalé. Very stilted exchanges, sometimes bordering on rote reading of lines, and po-faced countenances perambulating through nearly every scene, like apparitions - often in spite of the emotional dynamics being presented - conspire only to irritate, nay entertain the viewer. It is nearly impossible to engage with the characters of a film like this with any other emotional faculty than annoyance and disdain.The cinematography is neither here nor there in 'Sacred Deer': bland settings (mostly cold hospital settings and arguably even more sanitised, upper-middle to middle class suburban domiciles) do not resonate nor set much of a mood beyond the torpor already imbued via the aforementioned, conspiring facets.The 'bizarro world' nature of the canvass presented (very little human activity beyond characters directly related to the immediate ""story""; an almost post-apocalyptic eeriness in the desolate feel of the few environments depicted), where multiple guns shots do not elicit any response whatsoever - constabulary or otherwise--in an upper-middle class suburb--located in the United States of Armipotence(!)--is rather immersion-breaking; if for nothing else, then the lack of an established universe (is this real-world or Twin Peaks?).If one is looking for an abstract piece, I recommend Winding Refn, Von Trier or even Malick (*the latter's earlier works, ideally), than this journey into the WTF of unlikable weirdness."
70,The Killing of a Sacred Deer,1,24 December 2017,ABSOLUTE RUBBISH,IF THERE WHERE AN OPTION TO PUT 0 STARS I WOULD. WASTED 30 MIN OF MY LIFE WATCHING THIS ABSOLUTE PIECE OF SHITE. KILL THE PEOPLE WHO MADE THIS EVEN POSSIBLE: RUBBISH.
71,The Killing of a Sacred Deer,1,21 December 2017,worst movei ive seen in a long time,This movie is like watching a video where you are immediately told that you will have to suffer through watching someone tear the wings off a fly that should have known better than to get caught but didn't
72,The Killing of a Sacred Deer,1,20 December 2017,worst movie of all times,"I haven't been disappointed and disturbed from a movie that much since decades.
A terribly awful motion picture in every possible way.
1. A 12 or 13 year old girl appearing in her underwear seducing a 15 year old boy? 
2. The epic scene where a father is shooting his son in the chest and everybody in the family seems ok with that so long as the mysterious curse is gone and so long as it's not me who is shot.
3. The father doesn't know whom to chose to kill so he asks the teacher which one is your favorite ? If you have to chose which one you will chose? So the good one at school gets to live and the lesser one dies.
4. The mother is not offering to the father that she gets to be killed to spare her children high is natural but tries to convince him to kill the boy he is the youngest and they can get another easy if not naturally then IVF.
5. Each child and the mother are trying to prove to the father how good they are to be spared, the wife is wearing his favorite dress the boy cuts his hair the girl make sure her dad is not upset from her.
6. The mother is that eager to get the medical record of the boy's father she is offering a sexual experience to her husband colleague just to get the file and get a lead to end her son suffering yet she is totally ok about the father shouting him.
7. Why does the anesthesiologist need to be in a sexual relation with the wife he can just get it to her because he is sympathizing with her, why do the 3 doctors need to appear as shit.
8. It's quiet obvious that the writer of the movie had had a bad experience with doctors and is revenging. 
9. The father doesn't not think of reporting the boy to the police or to a psychiatrist so his surgery in the past will remain a secret and Tom he'll with his son.
10. After the son is killed they are fine dining in a restaurant and the other boy is passing by them absolutely no problem with that.
Nicole Kidman and Colleen Farrell have let us down by dropping their responsibility in the society. 
A feel bad movie by all means , aimless and not worth a minute to lose in front of it not 2 hours , I do regret I saw it. I was mislead by the names of the crew who obviously have started to loose it."
73,The Killing of a Sacred Deer,,19 December 2017,Pretentious garbage...,"I cannot overstate how thoroughly disappointing this film is. I have no idea why people like it or what redeeming qualities they see in it.The movie starts with this weird kid, who seems on the autism spectrum, hanging out with this weird doctor.The doctor has weird kids. The doctor also has a weird wife. The boy announces that he holds the doctor responsible for his fathers death and he has to kill a family member to redeem himself - otherwise everyone in the family will die.The doctor seems shocked but doesn't confront the weird kid Martin. Then his son gets sick. Then his daughter. Then the doctor kidnaps Martin and hits him once or twice.The wife lets Martin go. The doctor puts a blindfold on his, arranges hus family around him, and spins and shoots. He kills his son. The family then go to a diner and Martin comes in and has a glass of water.The end.I see people reviewing the film are heavy into thinking they are deep by saying a doctor symbolizes God, Martin is symbolic of mankind, ketchup is symbolic of invisible dark matter that gives weight to our actions , etc.I personally think its just lazy writing and a complete waste of two hours. All the actors are also thoroughly annoying, delivering their lines in a strange monotone. If the movie came to a conclusion that would partially redeem it, but nope. It reminds me of the feeling I had after watching ""Lost"", I realized the writers wanted strange things happening for the sake of being strange but didn't have a story to bring the strangeness together.At least I didn't pay to see it, that would really suck."
74,The Killing of a Sacred Deer,7,21 October 2017,"Lanthimos' Latest is a Solid, Sordid Cinematic Venture","While I wasn't a huge fan of ""The Lobster"" after viewing it for the first time, it has been a film I gradually came to appreciate and admire for its unique audacity. I was looking forward to Yorgos Lanthimos' new film ever since strong (albeit polarizing) reviews started coming out of Sundance. While not perfect, ""The Killing of a Sacred Deer"" is a well-made, twisted film that is audacious and often hard to categorize.It's not easy to give away the plot of this film without bordering on revealing spoilers. As a result, all I will say is that it revolves around the life of a surgeon in Cincinnati who befriends a teenage boy that ends up placing a curse on his family--leading to horrific results. The acting in the film is excellent, and Lanthimos' signature blunt and emotionless style of writing is on full display here. While the film's pacing could definitely have been improved (the main plot device is not introduced until halfway through,) Lanthimos still proves that he knows his stuff as a skilled auteur. Dramatic irony forms the backbone of the film's narrative technique, and it is effectiveness within the film's storytelling is utterly brilliant. Many will be surprised at the shocking ending, which is unlike anything else you have seen in a movie lately (even if you've seen ""mother!"") It will further make the film a very polarizing one for audiences. At the showing I attended this morning, I overheard two people say it was the worst movie they have ever seen while walking out. Make no mistake: this movie is definitely NOT for everyone. But for discerning audiences who can appreciate the unique chills that Yorgos Lanthimos can send down your spine through a pitch-black psychological horror/drama, this movie will do the trick--and to them, I recommend this film. It's intriguing and unique to see a film so polarizing and provocative every once in a while, after all. 7/10"
75,The Killing of a Sacred Deer,1,29 December 2017,Pretentious nonsense,"This movie seems to aim to be some kind of ""higher"" for art, symbolizing stories from Greek mythology. Applying stylized dialogs and cinematic effects to give it an arthouse feel.
Well, in my mind it utterly fails to do so, and unfortunately when not seeing it like a highly stylized form of cinema, you are left with a confusing, irritating, stiff dialoged, inconsistent kind of psychological thriller-horror that complete fails.
If you put aside the ridiculous references to Greek mythology, you are left with a weird mix of The Gift, maybe a bit of Cronenberg's Spider all embedded in a David Lynch like absurd universe. However, in that case it so completely lacks the stylistic quality of those movies, that you are left with nothing but pretentious nonsense.
Only good thing is the acting, in sofar possible with the absolute terribly directed dialogs. Nice to enjoy Collin Farrell in a more serious role, and I almost always like Nicole Kidman.
Summary, if you like stylized display of mythology, go and see an Opera, a Greek play in the theater; if you like weird movies then pick one from David Lynch, but skip this one, unless of course you just like this kind of pretentious stuff."
76,The Killing of a Sacred Deer,2,21 December 2017,No logic,Engaging screenplay and performance but without any logic..
77,The Killing of a Sacred Deer,1,20 December 2017,Horrible,"This movie along with ""Mother"" is horrible. If this is the direction film is going too Ill stop watching anything. Id rather stare at a wall for 2 hours then this. It was so depressing, WEIRD which I am not a fan of . It is not a thriller to be weird..weird id just weird. The way they talked to each other I came so close to turning it off as it wasnt real? It was like they were all puppets with no emotion. The house, the hospital, the kids.were all strange..physciotic. Colin Ferrell was horrible..I dont like him with a full beard..LOVED him in the cheesy Vampire flick he did years ago..he is actually quite handsome and sexy but not in this movie..he came across average, plastic middle aged - no personality. The whole movie was depressing and the last scene was as horrid as the entire movie. Made NO SENSE at all the twirling around to see who he could kill first..his own family just b/c some physcotic kid controlled their kids..no police where contacted..no motive other than just crazy weird..I hated this movie - Not entertaining at all. If you like depressing, weird go for it."
78,The Killing of a Sacred Deer,3,15 December 2017,The killing of a film career,"Ok, firstly do not let curiosity lead you to watch this film lest you might miss something that will enrich your life even by a millimetre.
Yes there are some decent actors here, except for the wooden Colin Farrell. In this movie he plays a surgeon who has a wooden character and Colin actually overacts the woodiness to an almost unbearable monotony, like he is just reading the lines off the page of a script and told to do it badly. He excels at it . This is not a compliment. 
The filmwork and soundtrack is adequate but the plot is preposterous. 
It is disturbing in the kind of way that you might witness someone having a bad accident or open heart surgery, yes you would look for a second, but this film is over two hours long , so if you want to torture yourself mentally or just feel bad in general, then knock yourself out and watch it... My advice would be to knock yourself out literally, it will have the same result but less long term suffering will be incurred."
79,The Killing of a Sacred Deer,1,15 December 2017,Make for your self a favor and don't watch this movie,"I left the move theater after 20 minutes, it wast the most painful 20 minutes in my life 
bad dialogue, music, story and acting"
